ibge,siglauf,anomes,qtd_ben_bas,qtd_ben_var,qtd_ben_bvj,qtd_ben_bvn,qtd_ben_bvg,qtd_ben_bsp
110011,RO,201604,2274,5462,739,66,54,386
110011,RO,201605,2265,5444,755,67,40,365
110011,RO,201606,2220,5373,771,55,41,358
110011,RO,201607,2338,5460,790,61,39,374
110011,RO,201608,2298,5388,812,73,36,352
110011,RO,201609,2208,5313,804,71,32,331
110011,RO,201610,2199,5250,829,67,16,322
110011,RO,201611,2141,5159,808,57,21,292
110011,RO,201612,1861,5077,809,58,29,266
110012,RO,201601,3466,7824,795,51,97,794
110012,RO,201602,3333,7783,824,56,79,781
110012,RO,201603,3227,7651,817,47,76,740
110012,RO,201604,3196,7549,856,42,88,756
110012,RO,201605,3186,7498,879,45,91,737
110012,RO,201606,3369,7910,926,52,116,799
110012,RO,201607,3439,7867,919,56,94,865
110012,RO,201608,3349,7672,936,54,76,820
110012,RO,201609,3320,7866,962,81,65,843
110012,RO,201610,3305,7857,964,84,60,833
110012,RO,201611,3237,7749,1000,77,114,800
110012,RO,201612,2764,7533,974,61,99,799
110013,RO,201601,2313,4622,486,70,42,205
110013,RO,201602,2257,4509,503,60,46,203
110013,RO,201603,2145,4437,510,55,42,188
110013,RO,201604,2134,4455,528,53,33,182
110013,RO,201605,2138,4432,553,43,27,175
110013,RO,201606,2160,4534,576,42,69,174
110013,RO,201607,2138,4403,592,36,66,182
110013,RO,201608,2168,4443,601,50,62,174
110013,RO,201609,2110,4480,613,60,57,169
110013,RO,201610,2122,4540,636,60,46,161
110013,RO,201611,2066,4476,623,76,73,136
110013,RO,201612,1538,4412,586,77,72,132
110014,RO,201601,2019,2697,350,51,66,418
110014,RO,201602,1948,2643,362,45,65,417
110014,RO,201603,1920,2626,377,37,61,412
110014,RO,201604,1924,2620,400,40,62,416
110014,RO,201605,1923,2604,414,37,50,416
110014,RO,201606,1900,2575,429,34,73,399
110014,RO,201607,1962,2644,450,41,69,480
110014,RO,201608,1948,2637,459,52,62,463
110014,RO,201609,1777,2534,440,55,46,422
110014,RO,201610,1813,2558,459,55,24,427
110014,RO,201611,1773,2554,456,61,26,403
110014,RO,201612,1597,2520,460,62,30,390
110015,RO,201601,990,2426,263,32,30,81
110015,RO,201602,949,2421,273,27,23,80
110015,RO,201603,893,2350,270,27,16,77
110015,RO,201604,882,2335,276,20,11,75
110015,RO,201605,868,2302,282,25,12,68
110015,RO,201606,847,2295,286,22,15,65
110015,RO,201607,853,2229,285,23,13,75
110015,RO,201608,850,2303,311,27,10,75
110015,RO,201609,816,2228,305,28,10,68
110015,RO,201610,827,2238,315,28,9,63
110015,RO,201611,809,2189,317,28,11,50
110015,RO,201612,748,2332,324,25,16,132
110018,RO,201601,1244,2565,299,25,2,295
110018,RO,201602,1203,2561,310,25,8,292
110018,RO,201603,1128,2451,312,22,8,280
110018,RO,201604,1131,2460,331,20,8,276
110018,RO,201605,1125,2425,333,23,7,257
110018,RO,201606,1111,2408,339,24,12,249
110018,RO,201607,1139,2455,348,30,12,257
110018,RO,201608,1120,2427,360,34,12,251
110018,RO,201609,1103,2425,362,36,11,246
110018,RO,201610,1106,2458,359,32,10,246
110018,RO,201611,1058,2389,348,23,12,240
110018,RO,201612,932,2345,343,26,14,235
110020,RO,201601,21219,42416,5062,359,271,4956
110020,RO,201602,20888,42081,5293,346,266,4912
110020,RO,201603,19572,40636,5265,346,221,4593
110020,RO,201604,19831,41242,5560,366,204,4574
110020,RO,201605,19825,41075,5750,370,163,4485
110020,RO,201606,19801,40885,5904,371,301,4417
110020,RO,201607,19705,40239,6055,304,297,4576
110020,RO,201608,19819,40190,6235,396,285,4478
110020,RO,201609,20079,42232,6443,497,232,4598
110020,RO,201610,19907,41684,6474,447,194,4429
110020,RO,201611,18980,40062,6382,441,387,4150
110020,RO,201612,18890,41730,6676,543,424,4208
110025,RO,201601,2040,2917,297,45,31,984
110025,RO,201602,2031,2904,309,48,39,978
110025,RO,201603,1985,2873,325,46,36,949
110025,RO,201604,1992,2875,336,39,36,942
110025,RO,201605,1985,2865,344,36,34,947
110025,RO,201606,1964,2839,346,41,57,940
110025,RO,201607,1937,2798,345,43,50,979
110025,RO,201608,1918,2788,358,40,47,967
110025,RO,201609,1945,2827,374,54,41,1004
110025,RO,201610,1950,2817,376,51,39,1009
110025,RO,201611,1891,2771,376,57,63,971
110025,RO,201612,1865,2795,373,56,67,991
110026,RO,201601,315,520,61,5,4,62
110026,RO,201602,310,515,63,4,3,62
110026,RO,201603,294,492,61,3,3,61
110026,RO,201604,294,486,62,2,2,58
110026,RO,201605,292,476,68,2,3,59
110026,RO,201606,292,470,72,3,4,58
110026,RO,201607,294,471,73,4,4,74
110026,RO,201608,293,468,74,4,4,75
110026,RO,201609,291,467,74,3,4,73
110026,RO,201610,289,466,73,3,4,70
110026,RO,201611,280,467,77,3,8,70
110026,RO,201612,259,462,81,2,7,68
110028,RO,201601,1839,3676,447,24,35,62
110028,RO,201602,1728,3693,470,24,31,60
110028,RO,201603,1651,3611,483,27,31,54
110028,RO,201604,1629,3582,498,29,32,57
110028,RO,201605,1616,3558,518,32,32,55
110028,RO,201606,1585,3580,544,33,35,57
110028,RO,201607,1568,3553,552,34,29,58
110028,RO,201608,1572,3681,582,46,25,66
110028,RO,201609,1495,3621,584,43,16,60
110028,RO,201610,1495,3620,604,40,14,60
110028,RO,201611,1433,3542,601,36,17,61
110028,RO,201612,723,3290,540,34,14,63
110029,RO,201601,395,705,66,11,1,97
110029,RO,201602,380,701,69,10,1,97
110029,RO,201603,367,685,67,6,1,95
110029,RO,201604,375,700,70,9,1,95
110029,RO,201605,369,690,72,8,2,95
110029,RO,201606,379,715,76,11,5,100
110029,RO,201607,409,730,79,17,5,119
110029,RO,201608,420,730,86,18,5,123
110029,RO,201609,416,729,86,21,4,118
110029,RO,201610,420,731,88,19,4,115
110029,RO,201611,414,721,87,20,13,112
110029,RO,201612,378,705,85,19,13,106
110030,RO,201601,3600,6849,834,70,51,992
110030,RO,201602,3542,6770,866,59,52,991
110030,RO,201603,3365,6552,852,49,46,934
110030,RO,201604,3381,6593,897,54,49,941
110030,RO,201605,3366,6549,922,51,35,929
110030,RO,201606,3352,6516,947,58,58,918
110030,RO,201607,3330,6479,982,54,57,846
110030,RO,201608,3270,6444,999,75,55,800
110030,RO,201609,3046,6425,983,95,43,736
110030,RO,201610,3059,6320,985,81,37,690
110030,RO,201611,2880,6090,947,80,70,607
110030,RO,201612,2573,6149,962,84,75,599
110032,RO,201601,1130,2211,228,24,26,119
110032,RO,201602,1117,2206,253,25,23,117
110032,RO,201603,1110,2188,264,30,19,115
110032,RO,201604,1149,2308,275,26,12,108
110032,RO,201605,1135,2273,281,26,11,101
110032,RO,201606,1132,2301,298,30,34,102
110032,RO,201607,1146,2257,309,24,40,120
110032,RO,201608,1132,2305,320,34,40,118
110032,RO,201609,1065,2225,328,35,33,107
110032,RO,201610,1058,2246,327,38,35,109
110032,RO,201611,1044,2208,323,33,49,103
110032,RO,201612,906,2227,325,25,51,100
110033,RO,201601,2657,4846,510,47,65,453
110033,RO,201602,2579,4776,531,35,48,454
110033,RO,201603,2431,4547,524,23,35,434
110033,RO,201604,2408,4481,552,17,36,435
110033,RO,201605,2387,4409,576,15,24,418
110033,RO,201606,2343,4329,594,8,62,390
110033,RO,201607,2233,4161,598,25,61,374
110033,RO,201608,2143,4030,598,28,49,334
110033,RO,201609,2039,3933,614,34,45,317
110033,RO,201610,2014,3863,603,39,36,302
110033,RO,201611,1941,3759,594,45,38,275
110033,RO,201612,1641,3671,606,47,44,258
110034,RO,201601,1733,2330,312,17,22,642
110034,RO,201602,1706,2311,326,15,19,630
110034,RO,201603,1624,2293,324,16,15,570
110034,RO,201604,1624,2310,345,24,16,525
110034,RO,201605,1620,2308,355,24,14,501
110034,RO,201606,1605,2283,362,25,29,484
110034,RO,201607,1582,2261,365,29,27,481
110034,RO,201608,1550,2231,365,36,22,440
110034,RO,201609,1528,2267,385,42,20,410
110034,RO,201610,1541,2268,394,34,15,390
110034,RO,201611,1494,2255,394,36,18,349
110034,RO,201612,1409,2247,399,41,19,310
110037,RO,201601,927,1596,189,12,31,173
110037,RO,201602,896,1584,188,14,33,170
110037,RO,201603,862,1541,194,14,32,170
110037,RO,201604,861,1531,209,12,32,170
110037,RO,201605,847,1513,210,15,26,168
110037,RO,201606,866,1533,215,18,33,164
110037,RO,201607,861,1502,216,16,30,200
110037,RO,201608,837,1491,221,17,28,193
110037,RO,201609,827,1475,222,16,26,194
110037,RO,201610,836,1482,224,21,20,194
110037,RO,201611,824,1473,223,19,25,184
110037,RO,201612,748,1449,225,21,32,178
110040,RO,201601,1519,2740,326,38,23,167
110040,RO,201602,1474,2699,339,34,22,170
110040,RO,201603,1357,2546,330,34,25,168
110040,RO,201604,1336,2520,327,35,21,168
110040,RO,201605,1310,2483,326,32,21,168
110040,RO,201606,1296,2455,334,28,32,164
110040,RO,201607,1296,2481,349,24,32,179
110040,RO,201608,1279,2441,362,29,32,176
110040,RO,201609,1243,2434,381,37,26,174
110040,RO,201610,1223,2384,382,29,20,167
110040,RO,201611,1184,2323,386,29,26,154
110040,RO,201612,1034,2283,370,38,24,151
110045,RO,201601,2490,4749,597,66,69,513
110045,RO,201602,2418,4701,629,67,63,509
110045,RO,201603,2314,4616,633,62,49,495
110045,RO,201604,2343,4632,673,61,47,485
110045,RO,201605,2332,4592,694,56,45,478
110045,RO,201606,2297,4555,707,57,71,456
110045,RO,201607,2361,4615,730,67,61,496
110045,RO,201608,2356,4619,752,74,51,460
110045,RO,201609,2259,4508,761,81,42,386
110045,RO,201610,2243,4483,759,82,39,372
110045,RO,201611,2182,4377,765,76,54,351
110045,RO,201612,1942,4307,768,76,56,342
110050,RO,201601,779,1302,180,24,30,177
110050,RO,201602,757,1313,185,26,23,178
110050,RO,201603,738,1283,193,25,23,168
110050,RO,201604,730,1278,197,22,21,159
110050,RO,201605,720,1255,202,16,21,150
110050,RO,201606,720,1259,211,13,25,143
110050,RO,201607,758,1266,218,14,25,157
110050,RO,201608,753,1266,221,16,25,143
110050,RO,201609,733,1256,215,16,25,137
110050,RO,201610,734,1249,226,18,6,129
110050,RO,201611,714,1257,229,19,12,116
110050,RO,201612,632,1220,229,17,15,116
110060,RO,201601,276,600,78,11,1,8
110060,RO,201602,270,587,81,10,6,6
110060,RO,201603,258,569,81,11,6,5
110060,RO,201604,261,564,85,10,6,6
110060,RO,201605,262,564,89,9,5,6
110060,RO,201606,261,581,95,9,5,7
110060,RO,201607,261,575,96,5,5,11
110060,RO,201608,260,586,95,9,7,15
110060,RO,201609,262,589,99,9,7,17
110060,RO,201610,263,598,102,13,5,17
110060,RO,201611,254,580,106,13,7,17
110060,RO,201612,181,569,101,10,8,18
110070,RO,201601,1069,1913,219,23,30,280
110070,RO,201602,1046,1879,228,22,29,274
110070,RO,201603,999,1850,231,18,24,258
110070,RO,201604,993,1852,235,18,17,253
110070,RO,201605,987,1840,243,19,20,243
110070,RO,201606,987,1823,252,18,25,238
110070,RO,201607,995,1822,260,17,25,253
110070,RO,201608,1001,1807,265,17,26,248
110070,RO,201609,973,1821,269,20,17,229
110070,RO,201610,975,1799,289,15,14,223
110070,RO,201611,942,1770,285,17,21,199
110070,RO,201612,876,1787,284,18,35,191
110080,RO,201601,2003,3391,450,25,36,486
110080,RO,201602,1997,3399,465,21,27,488
110080,RO,201603,2044,3478,482,24,26,483
110080,RO,201604,2041,3496,501,19,33,493
110080,RO,201605,2045,3501,515,30,40,493
110080,RO,201606,2052,3510,534,30,52,491
110080,RO,201607,2051,3481,539,25,47,555
110080,RO,201608,2022,3480,560,34,42,509
110080,RO,201609,1953,3408,559,34,37,493
110080,RO,201610,1889,3325,560,39,32,456
110080,RO,201611,1842,3274,565,31,37,445
110080,RO,201612,1810,3278,577,31,43,444
110090,RO,201601,267,390,45,6,9,70
110090,RO,201602,266,389,44,4,9,70
110090,RO,201603,264,388,44,5,9,69
110090,RO,201604,268,389,47,7,9,71
110090,RO,201605,266,388,47,11,6,71
110090,RO,201606,264,386,48,9,11,70
110090,RO,201607,254,386,49,8,9,73
110090,RO,201608,257,402,53,9,9,74
110090,RO,201609,254,407,56,8,8,73
110090,RO,201610,259,409,58,8,5,74
110090,RO,201611,250,404,59,7,8,69
110090,RO,201612,215,403,59,7,7,67
110092,RO,201601,654,1193,149,18,15,398
110092,RO,201602,640,1187,155,16,15,397
110092,RO,201603,604,1161,150,16,16,388
110092,RO,201604,605,1155,155,14,11,385
110092,RO,201605,595,1135,156,13,9,378
110092,RO,201606,594,1128,159,13,13,370
110092,RO,201607,577,1096,160,12,12,375
110092,RO,201608,564,1088,161,15,12,359
110092,RO,201609,554,1084,152,14,9,351
110092,RO,201610,563,1098,158,15,6,349
110092,RO,201611,552,1102,154,13,11,331
110092,RO,201612,534,1087,153,13,9,325
110094,RO,201601,1411,2603,338,33,44,317
110094,RO,201602,1402,2597,357,34,46,315
110094,RO,201603,1498,2951,386,35,35,327
110094,RO,201604,1490,2928,402,28,10,323
110094,RO,201605,1486,2887,424,22,9,318
110094,RO,201606,1486,2871,426,25,23,289
110094,RO,201607,1480,2848,437,31,22,301
110094,RO,201608,1478,2852,446,37,22,297
110094,RO,201609,1396,2740,428,34,18,279
110094,RO,201610,1357,2660,422,37,15,256
110094,RO,201611,1297,2574,426,37,42,233
110094,RO,201612,1187,2666,419,37,51,228
110100,RO,201601,1151,1780,227,32,44,205
110100,RO,201602,1119,1770,236,29,35,205
110100,RO,201603,1093,1747,244,30,34,204
110100,RO,201604,1104,1762,249,28,29,213
110100,RO,201605,1115,1748,257,19,35,211
110100,RO,201606,1102,1741,259,20,36,201
110100,RO,201607,1147,1756,268,25,31,218
110100,RO,201608,1146,1746,278,28,26,216
110100,RO,201609,1129,1745,283,28,17,211
110100,RO,201610,1144,1757,291,26,12,220
110100,RO,201611,1114,1722,293,24,9,210
110100,RO,201612,970,1678,299,29,7,213
110110,RO,201601,686,1585,170,16,20,58
110110,RO,201602,671,1592,177,16,22,57
110110,RO,201603,654,1570,183,13,21,54
110110,RO,201604,658,1582,187,11,13,52
110110,RO,201605,659,1580,188,10,14,53
110110,RO,201606,651,1559,195,10,19,50
110110,RO,201607,665,1562,203,16,18,55
110110,RO,201608,654,1552,207,18,13,51
110110,RO,201609,625,1575,219,26,13,45
110110,RO,201610,623,1552,215,24,14,41
110110,RO,201611,606,1527,212,25,18,41
110110,RO,201612,485,1509,214,26,20,37
110120,RO,201601,645,1072,121,17,21,66
110120,RO,201602,616,1040,124,15,18,66
110120,RO,201603,617,1038,136,12,14,66
110120,RO,201604,610,1024,147,13,14,67
110120,RO,201605,603,999,160,12,14,68
110120,RO,201606,597,999,164,7,17,72
110120,RO,201607,598,986,170,9,13,78
110120,RO,201608,585,1001,178,11,11,77
110120,RO,201609,555,969,181,13,10,77
110120,RO,201610,550,964,184,11,8,76
110120,RO,201611,538,950,183,10,11,78
110120,RO,201612,359,898,162,13,14,76
110130,RO,201601,719,1365,180,30,30,30
110130,RO,201602,690,1343,181,27,24,29
110130,RO,201603,572,1199,151,22,23,28
110130,RO,201604,553,1179,148,15,24,28
110130,RO,201605,543,1159,149,11,19,28
110130,RO,201606,542,1163,149,15,19,32
110130,RO,201607,536,1109,155,10,16,42
110130,RO,201608,542,1126,159,12,13,57
110130,RO,201609,540,1132,165,19,10,62
110130,RO,201610,562,1190,175,20,7,65
110130,RO,201611,581,1207,175,27,19,76
110130,RO,201612,500,1188,180,24,31,79
110140,RO,201601,1005,1944,216,27,18,144
110140,RO,201602,987,1918,228,27,14,139
110140,RO,201603,947,1866,235,25,15,121
110140,RO,201604,924,1833,246,22,11,102
110140,RO,201605,900,1787,249,18,11,89
110140,RO,201606,846,1688,248,13,29,74
110140,RO,201607,804,1630,239,13,29,83
110140,RO,201608,788,1610,246,16,28,79
110140,RO,201609,748,1593,237,14,20,75
110140,RO,201610,760,1623,240,13,19,74
110140,RO,201611,758,1622,240,15,26,74
110140,RO,201612,650,1597,236,16,27,75
110143,RO,201601,426,773,88,13,8,71
110143,RO,201602,411,763,90,9,8,70
110143,RO,201603,413,763,90,6,7,68
110143,RO,201604,407,754,92,7,7,67
110143,RO,201605,401,756,93,10,9,66
110143,RO,201606,407,773,97,10,9,67
110143,RO,201607,394,723,96,9,8,72
110143,RO,201608,389,730,102,9,7,71
110143,RO,201609,336,632,84,10,5,46
110143,RO,201610,320,614,80,8,4,44
110143,RO,201611,332,628,77,7,5,36
110143,RO,201612,298,655,79,5,5,34
110145,RO,201601,443,700,95,7,14,119
110145,RO,201602,435,692,96,6,17,119
110145,RO,201603,394,644,91,5,14,115
110145,RO,201604,394,629,91,5,11,111
110145,RO,201605,391,655,90,4,11,105
110145,RO,201606,400,648,94,6,17,102
110145,RO,201607,384,633,92,4,15,99
110145,RO,201608,375,618,96,5,15,92
110145,RO,201609,364,599,100,8,15,81
110145,RO,201610,360,600,100,9,10,82
110145,RO,201611,357,595,101,12,7,76
110145,RO,201612,339,599,100,13,12,73
110146,RO,201601,172,331,35,2,6,82
110146,RO,201602,164,327,37,2,6,81
110146,RO,201603,161,322,37,4,6,78
110146,RO,201604,163,326,39,3,6,80
110146,RO,201605,159,315,43,3,5,76
110146,RO,201606,156,309,44,2,4,73
110146,RO,201607,165,319,42,4,4,74
110146,RO,201608,164,318,43,5,4,73
110146,RO,201609,160,311,45,4,2,72
110146,RO,201610,162,310,45,5,0,72
110146,RO,201611,160,309,48,5,1,74
110146,RO,201612,149,300,48,5,5,73
110147,RO,201601,178,304,42,3,10,40
110147,RO,201602,162,296,43,3,11,40
110147,RO,201603,150,284,46,3,8,40
110147,RO,201604,147,275,44,5,7,41
110147,RO,201605,149,274,45,5,7,42
110147,RO,201606,151,263,49,5,8,42
110147,RO,201607,157,249,50,2,8,46
110147,RO,201608,163,255,51,3,8,48
110147,RO,201609,167,258,53,3,7,49
110147,RO,201610,166,248,53,1,3,46
110147,RO,201611,159,246,56,1,3,46
110147,RO,201612,155,256,57,3,3,49
110148,RO,201601,273,458,53,3,3,7
110148,RO,201602,259,447,51,2,2,7
110148,RO,201603,246,436,50,2,1,6
110148,RO,201604,232,412,48,3,3,4
110148,RO,201605,222,388,49,2,2,3
110148,RO,201606,219,382,51,3,2,4
110148,RO,201607,206,352,53,2,2,4
110148,RO,201608,166,303,45,4,2,2
110148,RO,201609,165,300,50,4,2,2
110148,RO,201610,133,251,41,4,2,3
110148,RO,201611,108,218,32,5,2,4
110148,RO,201612,85,206,32,4,2,4
110149,RO,201601,1335,2501,314,31,45,209
110149,RO,201602,1305,2478,337,24,39,209
110149,RO,201603,1228,2418,341,24,36,193
110149,RO,201604,1235,2430,352,21,32,186
110149,RO,201605,1244,2446,367,21,21,185
110149,RO,201606,1247,2429,377,19,44,173
110149,RO,201607,1263,2427,389,24,44,203
110149,RO,201608,1250,2409,399,30,43,202
110149,RO,201609,1242,2444,406,39,34,193
110149,RO,201610,1237,2415,406,36,26,192
110149,RO,201611,1211,2369,423,34,57,189
110149,RO,201612,1094,2316,429,34,61,181
110150,RO,201601,1150,1703,236,35,21,52
110150,RO,201602,1148,1687,242,32,24,51
110150,RO,201603,1104,1664,245,26,24,43
110150,RO,201604,1098,1658,247,19,19,44
110150,RO,201605,1082,1636,251,22,13,42
110150,RO,201606,1081,1637,253,18,15,43
110150,RO,201607,1089,1620,263,19,16,52
110150,RO,201608,1091,1632,265,23,16,51
110150,RO,201609,1053,1623,264,31,12,49
110150,RO,201610,1075,1637,270,37,8,45
110150,RO,201611,1040,1621,274,35,12,43
110150,RO,201612,960,1604,280,37,17,44
110155,RO,201601,326,506,69,9,10,143
110155,RO,201602,321,512,71,6,10,142
110155,RO,201603,309,501,71,7,6,141
110155,RO,201604,305,494,76,6,4,138
110155,RO,201605,298,492,76,6,4,136
110155,RO,201606,295,483,81,6,7,137
110155,RO,201607,308,491,79,7,7,150
110155,RO,201608,309,488,79,8,7,152
110155,RO,201609,305,495,82,6,6,152
110155,RO,201610,316,502,83,6,2,150
110155,RO,201611,301,492,80,6,7,141
110155,RO,201612,278,482,80,5,9,136
110160,RO,201601,830,1407,183,14,5,66
110160,RO,201602,804,1398,184,9,10,66
110160,RO,201603,772,1353,185,6,10,58
110160,RO,201604,766,1339,189,5,9,55
110160,RO,201605,765,1328,198,5,5,55
110160,RO,201606,762,1321,204,5,4,55
110160,RO,201607,741,1286,208,5,4,67
110160,RO,201608,747,1277,216,7,5,66
110160,RO,201609,715,1293,219,11,5,65
110160,RO,201610,716,1288,222,14,5,64
110160,RO,201611,704,1290,229,19,2,62
110160,RO,201612,519,1266,229,18,3,59
110170,RO,201601,1136,1713,199,24,28,239
110170,RO,201602,1096,1691,205,19,24,240
110170,RO,201603,1032,1616,203,14,16,237
110170,RO,201604,1018,1586,223,10,17,236
110170,RO,201605,1001,1565,225,14,16,232
110170,RO,201606,992,1542,228,14,33,228
110170,RO,201607,988,1520,234,12,31,256
110170,RO,201608,961,1503,232,15,32,252
110170,RO,201609,942,1504,231,18,26,238
110170,RO,201610,943,1510,239,23,19,232
110170,RO,201611,954,1526,242,23,36,224
110170,RO,201612,903,1526,235,26,32,218
110175,RO,201601,795,1392,167,19,3,191
110175,RO,201602,787,1364,177,18,4,191
110175,RO,201603,766,1363,180,13,4,184
110175,RO,201604,750,1316,179,15,3,175
110175,RO,201605,748,1294,183,14,2,175
110175,RO,201606,774,1348,193,17,19,177
110175,RO,201607,761,1325,191,19,19,189
110175,RO,201608,758,1321,197,23,19,188
110175,RO,201609,743,1317,200,25,18,185
110175,RO,201610,753,1318,210,26,18,182
110175,RO,201611,724,1291,209,26,28,173
110175,RO,201612,698,1280,213,22,29,171
110180,RO,201601,639,881,120,5,11,164
110180,RO,201602,623,866,123,3,11,163
110180,RO,201603,567,798,116,2,10,144
110180,RO,201604,561,792,119,3,6,142
110180,RO,201605,558,812,123,4,6,138
110180,RO,201606,565,800,127,5,7,145
110180,RO,201607,557,784,124,5,6,153
110180,RO,201608,552,789,130,8,5,145
