UF,Total,Forca_de_Trabalho,ocupados,Desocupados,Trimestre_ID,Ano,Trimestre,Trimestre_Ano,Taxa_Desocupacao,Nivel_Ocupacao,Taxa_Participacao,Fora_da_Forca
Mato Grosso,2737,1819,1711,108,38,2021,2,T2/2021,5.9,62.5,66.5,918
Goiás,5793,3792,3460,332,38,2021,2,T2/2021,8.8,59.7,65.5,2001
Distrito Federal,2494,1734,1524,210,38,2021,2,T2/2021,12.1,61.1,69.5,760
Rondônia,1210,765,703,62,39,2021,3,T3/2021,8.1,58.1,63.2,445
Acre,534,313,284,29,39,2021,3,T3/2021,9.3,53.2,58.6,221
Amazonas,2463,1558,1386,173,39,2021,3,T3/2021,11.1,56.3,63.3,905
Roraima,296,185,169,16,39,2021,3,T3/2021,8.6,57.1,62.5,111
Pará,5579,3373,3104,270,39,2021,3,T3/2021,8.0,55.6,60.5,2206
Amapá,487,318,278,40,39,2021,3,T3/2021,12.6,57.1,65.3,169
Tocantins,1043,654,599,55,39,2021,3,T3/2021,8.4,57.4,62.7,389
Maranhão,4824,2721,2505,216,39,2021,3,T3/2021,7.9,51.9,56.4,2103
Piauí,2426,1424,1315,109,39,2021,3,T3/2021,7.7,54.2,58.7,1002
Ceará,6679,3756,3482,275,39,2021,3,T3/2021,7.3,52.1,56.2,2923
Rio Grande do Norte,2540,1370,1211,159,39,2021,3,T3/2021,11.6,47.7,53.9,1170
Paraíba,2952,1667,1500,167,39,2021,3,T3/2021,10.0,50.8,56.5,1285
Pernambuco,6931,3925,3549,376,39,2021,3,T3/2021,9.6,51.2,56.6,3006
Alagoas,2383,1173,1041,133,39,2021,3,T3/2021,11.3,43.7,49.2,1210
Sergipe,1595,947,848,99,39,2021,3,T3/2021,10.5,53.2,59.4,648
Bahia,10986,6888,6086,802,39,2021,3,T3/2021,11.6,55.4,62.7,4098
Minas Gerais,15985,10115,9316,799,39,2021,3,T3/2021,7.9,58.3,63.3,5870
Espírito Santo,2885,1869,1726,143,39,2021,3,T3/2021,7.7,59.8,64.8,1016
Rio de Janeiro,13293,8071,7379,691,39,2021,3,T3/2021,8.6,55.5,60.7,5222
São Paulo,34709,22440,20685,1755,39,2021,3,T3/2021,7.8,59.6,64.7,12269
Paraná,8482,5533,5221,312,39,2021,3,T3/2021,5.6,61.6,65.2,2949
Santa Catarina,5196,3428,3286,142,39,2021,3,T3/2021,4.1,63.2,66.0,1768
Rio Grande do Sul,8874,5746,5439,307,39,2021,3,T3/2021,5.3,61.3,64.8,3128
Mato Grosso do Sul,1887,1219,1127,92,39,2021,3,T3/2021,7.5,59.7,64.6,668
Mato Grosso,2381,1566,1462,103,39,2021,3,T3/2021,6.6,61.4,65.8,815
Goiás,4857,3219,3015,204,39,2021,3,T3/2021,6.3,62.1,66.3,1638
Distrito Federal,2122,1420,1295,125,39,2021,3,T3/2021,8.8,61.0,66.9,702
Rondônia,1217,782,733,49,39,2021,3,T3/2021,6.3,60.2,64.3,435
Acre,537,329,299,30,39,2021,3,T3/2021,9.1,55.7,61.3,208
Amazonas,2477,1557,1416,141,39,2021,3,T3/2021,9.1,57.2,62.9,920
Roraima,300,188,177,11,39,2021,3,T3/2021,5.9,59.0,62.7,112
Pará,5625,3549,3269,280,39,2021,3,T3/2021,7.9,58.1,63.1,2076
Amapá,497,315,269,46,39,2021,3,T3/2021,14.6,54.1,63.4,182
Tocantins,1054,656,605,51,39,2021,3,T3/2021,7.8,57.4,62.2,398
Maranhão,4844,2749,2496,253,39,2021,3,T3/2021,9.2,51.5,56.8,2095
Piauí,2447,1428,1327,101,39,2021,3,T3/2021,7.1,54.2,58.4,1019
Ceará,6683,3750,3443,307,39,2021,3,T3/2021,8.2,51.5,56.1,2933
Rio Grande do Norte,2544,1453,1288,165,39,2021,3,T3/2021,11.4,50.6,57.1,1091
Paraíba,2940,1679,1522,158,39,2021,3,T3/2021,9.4,51.8,57.1,1261
Pernambuco,6928,3832,3514,318,39,2021,3,T3/2021,8.3,50.7,55.3,3096
Alagoas,2376,1155,1020,135,39,2021,3,T3/2021,11.7,42.9,48.6,1221
Sergipe,1620,968,862,106,39,2021,3,T3/2021,11.0,53.2,59.8,652
Bahia,10981,6908,6121,787,39,2021,3,T3/2021,11.4,55.7,62.9,4073
Minas Gerais,16093,10448,9690,758,39,2021,3,T3/2021,7.3,60.2,64.9,5645
Espírito Santo,2883,1919,1780,139,39,2021,3,T3/2021,7.2,61.7,66.6,964
Rio de Janeiro,13345,8152,7540,612,39,2021,3,T3/2021,7.5,56.5,61.1,5193
São Paulo,34778,22706,20993,1712,39,2021,3,T3/2021,7.5,60.4,65.3,12072
Paraná,8546,5647,5345,302,39,2021,3,T3/2021,5.3,62.5,66.1,2899
Santa Catarina,5201,3497,3366,131,39,2021,3,T3/2021,3.7,64.7,67.2,1704
Rio Grande do Sul,8902,5810,5515,295,39,2021,3,T3/2021,5.1,62.0,65.3,3092
Mato Grosso do Sul,1899,1260,1170,89,39,2021,3,T3/2021,7.1,61.6,66.4,639
Mato Grosso,2406,1578,1487,91,39,2021,3,T3/2021,5.8,61.8,65.6,828
Goiás,4917,3281,3108,173,39,2021,3,T3/2021,5.3,63.2,66.7,1636
Distrito Federal,2141,1413,1293,120,39,2021,3,T3/2021,8.5,60.4,66.0,728
Rondônia,1226,784,738,46,39,2021,3,T3/2021,5.9,60.2,63.9,442
Acre,539,325,299,25,39,2021,3,T3/2021,7.7,55.5,60.3,214
Amazonas,2498,1567,1419,149,39,2021,3,T3/2021,9.5,56.8,62.7,931
Roraima,298,192,178,14,39,2021,3,T3/2021,7.3,59.7,64.4,106
Pará,5637,3502,3249,253,39,2021,3,T3/2021,7.2,57.6,62.1,2135
Amapá,509,329,283,47,39,2021,3,T3/2021,14.3,55.6,64.6,180
Tocantins,1050,652,605,47,39,2021,3,T3/2021,7.2,57.6,62.1,398
Maranhão,4852,2763,2549,214,39,2021,3,T3/2021,7.7,52.5,56.9,2089
Piauí,2461,1445,1355,90,39,2021,3,T3/2021,6.2,55.1,58.7,1016
Ceará,6689,3698,3398,300,39,2021,3,T3/2021,8.1,50.8,55.3,2991
Rio Grande do Norte,2543,1456,1289,167,39,2021,3,T3/2021,11.5,50.7,57.3,1087
Paraíba,2928,1661,1518,143,39,2021,3,T3/2021,8.6,51.8,56.7,1267
Pernambuco,6971,3954,3583,371,39,2021,3,T3/2021,9.4,51.4,56.7,3017
Alagoas,2406,1208,1068,140,39,2021,3,T3/2021,11.6,44.4,50.2,1198
Sergipe,1628,988,883,105,39,2021,3,T3/2021,10.6,54.2,60.7,640
Bahia,11060,6957,6206,751,39,2021,3,T3/2021,10.8,56.1,62.9,4103
Minas Gerais,16118,10414,9744,670,39,2021,3,T3/2021,6.4,60.5,64.6,5704
Espírito Santo,2898,1931,1798,133,39,2021,3,T3/2021,6.9,62.0,66.6,967
Rio de Janeiro,13399,8110,7503,607,39,2021,3,T3/2021,7.5,56.0,60.5,5289
São Paulo,34926,22854,21262,1592,39,2021,3,T3/2021,7.0,60.9,65.4,12072
Paraná,8562,5675,5410,265,39,2021,3,T3/2021,4.7,63.2,66.3,2887
Santa Catarina,5245,3505,3392,112,39,2021,3,T3/2021,3.2,64.7,66.8,1740
Rio Grande do Sul,8937,5778,5509,269,39,2021,3,T3/2021,4.7,61.6,64.7,3159
Mato Grosso do Sul,1906,1244,1183,62,39,2021,3,T3/2021,5.0,62.1,65.3,662
Mato Grosso,2418,1580,1498,83,39,2021,3,T3/2021,5.3,62.0,65.3,838
Goiás,4909,3249,3087,162,39,2021,3,T3/2021,5.0,62.9,66.2,1660
Distrito Federal,2148,1439,1314,125,39,2021,3,T3/2021,8.7,61.2,67.0,709
Rondônia,1219,805,762,42,39,2021,3,T3/2021,5.2,62.5,66.0,414
Acre,542,332,305,27,39,2021,3,T3/2021,8.1,56.3,61.3,210
Amazonas,2511,1605,1472,134,39,2021,3,T3/2021,8.3,58.6,63.9,906
Roraima,300,196,179,16,39,2021,3,T3/2021,8.2,59.7,65.3,104
Pará,5691,3570,3325,245,39,2021,3,T3/2021,6.9,58.4,62.7,2121
Amapá,510,329,289,40,39,2021,3,T3/2021,12.2,56.7,64.5,181
Tocantins,1066,673,621,52,39,2021,3,T3/2021,7.7,58.3,63.1,393
Maranhão,4874,2725,2518,207,39,2021,3,T3/2021,7.6,51.7,55.9,2149
Piauí,2474,1453,1351,102,39,2021,3,T3/2021,7.0,54.6,58.7,1021
Ceará,6707,3641,3366,275,39,2021,3,T3/2021,7.6,50.2,54.3,3066
Rio Grande do Norte,2544,1448,1280,168,39,2021,3,T3/2021,11.6,50.3,56.9,1096
Paraíba,2942,1647,1496,151,39,2021,3,T3/2021,9.2,50.8,56.0,1295
Pernambuco,7021,3902,3543,359,39,2021,3,T3/2021,9.2,50.5,55.6,3119
Alagoas,2421,1243,1105,139,39,2021,3,T3/2021,11.2,45.6,51.3,1178
Sergipe,1650,1024,925,99,39,2021,3,T3/2021,9.7,56.1,62.1,626
Bahia,11040,6847,6104,743,39,2021,3,T3/2021,10.9,55.3,62.0,4193
Minas Gerais,16175,10352,9700,652,39,2021,3,T3/2021,6.3,60.0,64.0,5823
Espírito Santo,2926,1952,1821,131,39,2021,3,T3/2021,6.7,62.2,66.7,974
Rio de Janeiro,13424,8136,7577,559,39,2021,3,T3/2021,6.9,56.4,60.6,5288
São Paulo,34986,22858,21310,1548,39,2021,3,T3/2021,6.8,60.9,65.3,12128
Paraná,8618,5678,5424,254,39,2021,3,T3/2021,4.5,62.9,65.9,2940
Santa Catarina,5283,3498,3404,94,39,2021,3,T3/2021,2.7,64.4,66.2,1785
Rio Grande do Sul,8951,5836,5580,256,39,2021,3,T3/2021,4.4,62.3,65.2,3115
Mato Grosso do Sul,1899,1259,1196,63,39,2021,3,T3/2021,5.0,63.0,66.3,640
Mato Grosso,2426,1588,1513,76,39,2021,3,T3/2021,4.8,62.4,65.5,838
Goiás,4969,3265,3098,168,39,2021,3,T3/2021,5.1,62.3,65.7,1704
Distrito Federal,2161,1458,1329,129,39,2021,3,T3/2021,8.8,61.5,67.5,703
Rondônia,1233,796,746,49,39,2021,3,T3/2021,6.2,60.5,64.6,437
Acre,543,330,294,36,39,2021,3,T3/2021,10.9,54.1,60.8,213
Amazonas,2532,1622,1454,168,39,2021,3,T3/2021,10.4,57.4,64.1,910
Roraima,304,192,175,17,39,2021,3,T3/2021,8.9,57.6,63.2,112
Pará,5742,3629,3344,286,39,2021,3,T3/2021,7.9,58.2,63.2,2113
Amapá,520,317,281,37,39,2021,3,T3/2021,11.7,54.0,61.0,203
Tocantins,1066,655,594,61,39,2021,3,T3/2021,9.3,55.7,61.4,411
Maranhão,4887,2733,2473,260,39,2021,3,T3/2021,9.5,50.6,55.9,2154
Piauí,2465,1459,1336,123,39,2021,3,T3/2021,8.4,54.2,59.2,1006
Ceará,6718,3667,3339,328,39,2021,3,T3/2021,8.9,49.7,54.6,3051
Rio Grande do Norte,2550,1431,1257,174,39,2021,3,T3/2021,12.2,49.3,56.1,1119
Paraíba,2957,1647,1489,158,39,2021,3,T3/2021,9.6,50.4,55.7,1310
Pernambuco,7016,3857,3444,412,39,2021,3,T3/2021,10.7,49.1,55.0,3159
Alagoas,2425,1245,1093,153,39,2021,3,T3/2021,12.3,45.1,51.3,1180
Sergipe,1652,1009,892,118,39,2021,3,T3/2021,11.7,54.0,61.1,643
Bahia,11066,6805,5891,914,39,2021,3,T3/2021,13.4,53.2,61.5,4261
Minas Gerais,16202,10287,9513,774,39,2021,3,T3/2021,7.5,58.7,63.5,5915
Espírito Santo,2942,1946,1793,152,39,2021,3,T3/2021,7.8,60.9,66.1,996
Rio de Janeiro,13472,8146,7549,597,39,2021,3,T3/2021,7.3,56.0,60.5,5326
São Paulo,35151,23002,21207,1795,39,2021,3,T3/2021,7.8,60.3,65.4,12149
Paraná,8653,5707,5425,282,39,2021,3,T3/2021,4.9,62.7,66.0,2946
Santa Catarina,5294,3509,3380,129,39,2021,3,T3/2021,3.7,63.8,66.3,1785
Rio Grande do Sul,8991,5913,5593,320,39,2021,3,T3/2021,5.4,62.2,65.8,3078
Mato Grosso do Sul,1915,1247,1187,60,39,2021,3,T3/2021,4.8,62.0,65.1,668
Mato Grosso,2449,1617,1523,94,39,2021,3,T3/2021,5.8,62.2,66.0,832
Goiás,4974,3320,3094,226,39,2021,3,T3/2021,6.8,62.2,66.7,1654
Distrito Federal,2186,1467,1324,142,39,2021,3,T3/2021,9.7,60.6,67.1,719
Rondônia,1242,800,761,39,39,2021,3,T3/2021,4.9,61.3,64.4,442
Acre,550,328,296,31,39,2021,3,T3/2021,9.5,53.8,59.6,222
Amazonas,2543,1633,1465,168,39,2021,3,T3/2021,10.3,57.6,64.2,910
Roraima,309,199,182,17,39,2021,3,T3/2021,8.5,58.9,64.4,110
Pará,5772,3605,3327,278,39,2021,3,T3/2021,7.7,57.6,62.5,2167
Amapá,532,325,278,47,39,2021,3,T3/2021,14.5,52.3,61.1,207
Tocantins,1077,659,605,54,39,2021,3,T3/2021,8.2,56.2,61.2,418
Maranhão,4891,2702,2447,255,39,2021,3,T3/2021,9.4,50.0,55.2,2189
Piauí,2483,1475,1364,111,39,2021,3,T3/2021,7.5,54.9,59.4,1008
Ceará,6757,3739,3420,319,39,2021,3,T3/2021,8.5,50.6,55.3,3018
Rio Grande do Norte,2562,1431,1275,156,39,2021,3,T3/2021,10.9,49.8,55.9,1131
Paraíba,2953,1688,1536,152,39,2021,3,T3/2021,9.0,52.0,57.2,1265
Pernambuco,7064,3850,3476,374,39,2021,3,T3/2021,9.7,49.2,54.5,3214
Alagoas,2427,1246,1112,135,39,2021,3,T3/2021,10.8,45.8,51.3,1181
Sergipe,1668,1011,897,115,39,2021,3,T3/2021,11.4,53.8,60.6,657
Bahia,11091,6794,5987,807,39,2021,3,T3/2021,11.9,54.0,61.3,4297
Minas Gerais,16275,10548,9807,742,39,2021,3,T3/2021,7.0,60.3,64.8,5727
Espírito Santo,2966,1972,1820,152,39,2021,3,T3/2021,7.7,61.4,66.5,994
Rio de Janeiro,13503,8131,7559,572,39,2021,3,T3/2021,7.0,56.0,60.2,5372
São Paulo,35211,23220,21478,1742,39,2021,3,T3/2021,7.5,61.0,65.9,11991
Paraná,8654,5764,5499,265,39,2021,3,T3/2021,4.6,63.5,66.6,2890
Santa Catarina,5325,3509,3387,122,39,2021,3,T3/2021,3.5,63.6,65.9,1816
Rio Grande do Sul,9037,5920,5647,274,39,2021,3,T3/2021,4.6,62.5,65.5,3117
Mato Grosso do Sul,1929,1276,1213,63,39,2021,3,T3/2021,4.9,62.9,66.1,653
Mato Grosso,2457,1629,1555,74,39,2021,3,T3/2021,4.5,63.3,66.3,828
Goiás,4999,3297,3106,191,39,2021,3,T3/2021,5.8,62.1,66.0,1702
Distrito Federal,2189,1489,1352,137,39,2021,3,T3/2021,9.2,61.8,68.0,700
Rondônia,1244,784,748,36,39,2021,3,T3/2021,4.6,60.1,63.0,460
Acre,557,328,299,29,39,2021,3,T3/2021,8.8,53.7,58.9,229
Amazonas,2557,1606,1471,135,39,2021,3,T3/2021,8.4,57.5,62.8,951
Roraima,311,207,191,17,39,2021,3,T3/2021,8.2,61.4,66.6,104
Pará,5840,3577,3299,278,39,2021,3,T3/2021,7.8,56.5,61.3,2263
Amapá,532,329,293,36,39,2021,3,T3/2021,10.9,55.1,61.8,203
Tocantins,1075,651,610,41,39,2021,3,T3/2021,6.3,56.7,60.6,424
Maranhão,4891,2671,2471,200,39,2021,3,T3/2021,7.5,50.5,54.6,2220
Piauí,2481,1454,1345,109,39,2021,3,T3/2021,7.5,54.2,58.6,1027
Ceará,6803,3724,3453,272,39,2021,3,T3/2021,7.3,50.8,54.7,3079
Rio Grande do Norte,2581,1459,1310,148,39,2021,3,T3/2021,10.1,50.8,56.5,1122
Paraíba,2972,1667,1524,143,39,2021,3,T3/2021,8.6,51.3,56.1,1305
Pernambuco,7091,3909,3577,332,39,2021,3,T3/2021,8.5,50.4,55.1,3182
Alagoas,2423,1258,1126,133,39,2021,3,T3/2021,10.6,46.5,51.9,1165
Sergipe,1666,1015,912,103,39,2021,3,T3/2021,10.1,54.7,60.9,651
Bahia,11156,6825,6091,734,39,2021,3,T3/2021,10.8,54.6,61.2,4331
Minas Gerais,16319,10506,9839,666,39,2021,3,T3/2021,6.3,60.3,64.4,5813
Espírito Santo,2988,1998,1854,144,39,2021,3,T3/2021,7.2,62.0,66.9,990
Rio de Janeiro,13545,8166,7601,565,39,2021,3,T3/2021,6.9,56.1,60.3,5379
São Paulo,35272,23233,21507,1726,39,2021,3,T3/2021,7.4,61.0,65.9,12039
Paraná,8694,5769,5524,245,39,2021,3,T3/2021,4.2,63.5,66.4,2925
Santa Catarina,5343,3452,3354,98,39,2021,3,T3/2021,2.8,62.8,64.6,1891
Rio Grande do Sul,9050,5973,5680,293,39,2021,3,T3/2021,4.9,62.8,66.0,3077
Mato Grosso do Sul,1939,1286,1229,57,39,2021,3,T3/2021,4.4,63.4,66.3,653
Mato Grosso,2464,1649,1584,65,39,2021,3,T3/2021,3.9,64.3,66.9,815
Goiás,5029,3323,3149,174,39,2021,3,T3/2021,5.2,62.6,66.1,1706
Distrito Federal,2201,1536,1398,138,39,2021,3,T3/2021,9.0,63.5,69.8,665
Rondônia,1260,786,747,39,39,2021,3,T3/2021,5.0,59.3,62.4,474
Acre,560,326,303,23,39,2021,3,T3/2021,7.1,54.1,58.2,234
Amazonas,2565,1633,1507,126,39,2021,3,T3/2021,7.7,58.8,63.7,932
Roraima,312,202,188,14,39,2021,3,T3/2021,6.9,60.3,64.7,110
Pará,5844,3593,3372,220,39,2021,3,T3/2021,6.1,57.7,61.5,2251
Amapá,543,335,304,31,39,2021,3,T3/2021,9.3,56.0,61.7,208
Tocantins,1085,658,615,43,39,2021,3,T3/2021,6.5,56.7,60.6,427
Maranhão,4922,2736,2583,153,39,2021,3,T3/2021,5.6,52.5,55.6,2186
Piauí,2483,1485,1381,104,39,2021,3,T3/2021,7.0,55.6,59.8,998
Ceará,6833,3793,3530,263,39,2021,3,T3/2021,6.9,51.7,55.5,3040
Rio Grande do Norte,2594,1492,1346,146,39,2021,3,T3/2021,9.8,51.9,57.5,1102
Paraíba,2969,1696,1552,144,39,2021,3,T3/2021,8.5,52.3,57.1,1273
Pernambuco,7120,3962,3668,294,39,2021,3,T3/2021,7.4,51.5,55.6,3158
Alagoas,2426,1245,1128,117,39,2021,3,T3/2021,9.4,46.5,51.3,1181
Sergipe,1664,1001,913,88,39,2021,3,T3/2021,8.8,54.9,60.2,663
Bahia,11185,6965,6332,634,39,2021,3,T3/2021,9.1,56.6,62.3,4220
Minas Gerais,16399,10429,9826,603,39,2021,3,T3/2021,5.8,59.9,63.6,5970
Espírito Santo,2996,1936,1821,115,39,2021,3,T3/2021,5.9,60.8,64.6,1060
Rio de Janeiro,13572,8052,7549,502,39,2021,3,T3/2021,6.2,55.6,59.3,5520
São Paulo,35373,23021,21498,1523,39,2021,3,T3/2021,6.6,60.8,65.1,12352
Paraná,8694,5760,5542,218,39,2021,3,T3/2021,3.8,63.7,66.3,2934
Santa Catarina,5371,3465,3376,89,39,2021,3,T3/2021,2.6,62.9,64.5,1906
Rio Grande do Sul,9075,5988,5705,283,39,2021,3,T3/2021,4.7,62.9,66.0,3087
Mato Grosso do Sul,1935,1277,1220,58,39,2021,3,T3/2021,4.5,63.0,66.0,658
Mato Grosso,2490,1632,1570,61,39,2021,3,T3/2021,3.7,63.1,65.5,858
Goiás,5071,3341,3209,132,39,2021,3,T3/2021,4.0,63.3,65.9,1730
Distrito Federal,2225,1515,1385,129,39,2021,3,T3/2021,8.5,62.2,68.1,710
Rondônia,1274,793,753,40,39,2021,3,T3/2021,5.0,59.1,62.2,481
Acre,559,330,303,27,39,2021,3,T3/2021,8.2,54.2,59.0,229
Amazonas,2576,1584,1452,132,39,2021,3,T3/2021,8.3,56.4,61.5,992
Roraima,318,211,195,16,39,2021,3,T3/2021,7.6,61.3,66.4,107
Pará,5884,3648,3364,284,39,2021,3,T3/2021,7.8,57.2,62.0,2236
Amapá,548,338,300,38,39,2021,3,T3/2021,11.2,54.7,61.7,210
Tocantins,1090,677,619,58,39,2021,3,T3/2021,8.6,56.8,62.1,413
Maranhão,4971,2796,2616,180,39,2021,3,T3/2021,6.4,52.6,56.2,2175
Piauí,2468,1522,1414,108,39,2021,3,T3/2021,7.1,57.3,61.7,946
Ceará,6867,3812,3509,303,39,2021,3,T3/2021,7.9,51.1,55.5,3055
Rio Grande do Norte,2630,1511,1332,179,39,2021,3,T3/2021,11.8,50.6,57.5,1119
Paraíba,2972,1700,1542,159,39,2021,3,T3/2021,9.4,51.9,57.2,1272
Pernambuco,7127,3908,3563,345,39,2021,3,T3/2021,8.8,50.0,54.8,3219
Alagoas,2434,1236,1115,121,39,2021,3,T3/2021,9.8,45.8,50.8,1198
Sergipe,1665,1006,910,96,39,2021,3,T3/2021,9.5,54.7,60.4,659
Bahia,11181,7025,6205,819,39,2021,3,T3/2021,11.7,55.5,62.8,4156
Minas Gerais,16440,10436,9695,741,39,2021,3,T3/2021,7.1,59.0,63.5,6004
Espírito Santo,3001,1938,1813,124,39,2021,3,T3/2021,6.4,60.4,64.6,1063
Rio de Janeiro,13624,8145,7595,550,39,2021,3,T3/2021,6.8,55.7,59.8,5479
São Paulo,35575,23012,21326,1686,39,2021,3,T3/2021,7.3,59.9,64.7,12563
Paraná,8708,5756,5515,241,39,2021,3,T3/2021,4.2,63.3,66.1,2952
Santa Catarina,5389,3503,3395,109,39,2021,3,T3/2021,3.1,63.0,65.0,1886
Rio Grande do Sul,9069,5957,5634,324,39,2021,3,T3/2021,5.4,62.1,65.7,3112
Mato Grosso do Sul,1949,1264,1205,60,39,2021,3,T3/2021,4.7,61.8,64.9,685
Mato Grosso,2502,1651,1577,74,39,2021,3,T3/2021,4.5,63.0,66.0,851
Goiás,5067,3336,3145,191,39,2021,3,T3/2021,5.7,62.1,65.8,1731
Distrito Federal,2220,1500,1364,136,39,2021,3,T3/2021,9.1,61.4,67.6,720
Rondônia,1277,778,746,32,39,2021,3,T3/2021,4.1,58.4,60.9,499
Acre,560,332,300,32,39,2021,3,T3/2021,9.6,53.6,59.3,228
Amazonas,2593,1623,1487,137,39,2021,3,T3/2021,8.4,57.3,62.6,970
Roraima,322,213,201,12,39,2021,3,T3/2021,5.6,62.4,66.1,109
Pará,5887,3647,3386,261,39,2021,3,T3/2021,7.2,57.5,62.0,2240
Amapá,538,341,307,34,39,2021,3,T3/2021,10.0,57.1,63.4,197
Tocantins,1099,680,627,53,39,2021,3,T3/2021,7.8,57.1,61.9,419
Maranhão,4949,2807,2606,202,39,2021,3,T3/2021,7.2,52.7,56.7,2142
Piauí,2483,1512,1404,108,39,2021,3,T3/2021,7.1,56.5,60.9,971
Ceará,6885,3858,3566,292,39,2021,3,T3/2021,7.6,51.8,56.0,3027
Rio Grande do Norte,2647,1504,1328,177,39,2021,3,T3/2021,11.8,50.2,56.8,1143
Paraíba,2980,1710,1558,152,39,2021,3,T3/2021,8.9,52.3,57.4,1270
Pernambuco,7137,3955,3638,317,39,2021,3,T3/2021,8.0,51.0,55.4,3182
Alagoas,2433,1232,1112,120,39,2021,3,T3/2021,9.7,45.7,50.6,1201
Sergipe,1675,999,902,98,39,2021,3,T3/2021,9.8,53.9,59.6,676
Bahia,11223,7009,6296,713,39,2021,3,T3/2021,10.2,56.1,62.5,4214
Minas Gerais,16484,10486,9760,726,39,2021,3,T3/2021,6.9,59.2,63.6,5998
Espírito Santo,3001,1953,1824,129,39,2021,3,T3/2021,6.6,60.8,65.1,1048
Rio de Janeiro,13685,8104,7574,530,39,2021,3,T3/2021,6.5,55.3,59.2,5581
São Paulo,35752,23207,21549,1658,39,2021,3,T3/2021,7.1,60.3,64.9,12545
Paraná,8757,5791,5544,246,39,2021,3,T3/2021,4.2,63.3,66.1,2966
Santa Catarina,5429,3503,3404,99,39,2021,3,T3/2021,2.8,62.7,64.5,1926
Rio Grande do Sul,9079,5920,5622,298,39,2021,3,T3/2021,5.0,61.9,65.2,3159
Mato Grosso do Sul,1950,1283,1233,50,39,2021,3,T3/2021,3.9,63.2,65.8,667
Mato Grosso,2507,1652,1586,66,39,2021,3,T3/2021,4.0,63.3,65.9,855
Goiás,5074,3372,3190,181,39,2021,3,T3/2021,5.4,62.9,66.5,1702
Distrito Federal,2236,1508,1370,138,39,2021,3,T3/2021,9.2,61.3,67.4,728
Rondônia,1293,786,753,33,39,2021,3,T3/2021,4.2,58.2,60.8,507
Acre,568,335,312,24,39,2021,3,T3/2021,7.2,54.9,59.0,233
Amazonas,2614,1643,1531,112,39,2021,3,T3/2021,6.8,58.6,62.9,971
Roraima,326,212,198,14,39,2021,3,T3/2021,6.6,60.7,65.0,114
Pará,5934,3663,3398,265,39,2021,3,T3/2021,7.2,57.3,61.7,2271
Amapá,547,348,311,37,39,2021,3,T3/2021,10.6,56.9,63.6,199
Tocantins,1110,693,639,53,39,2021,3,T3/2021,7.6,57.6,62.4,417
Maranhão,4958,2819,2627,192,39,2021,3,T3/2021,6.8,53.0,56.9,2139
Piauí,2486,1510,1416,94,39,2021,3,T3/2021,6.2,57.0,60.7,976
Ceará,6915,3850,3559,291,39,2021,3,T3/2021,7.6,51.5,55.7,3065
Rio Grande do Norte,2640,1484,1326,158,39,2021,3,T3/2021,10.6,50.2,56.2,1156
Paraíba,2989,1713,1553,160,39,2021,3,T3/2021,9.3,52.0,57.3,1276
Pernambuco,7174,3992,3654,338,39,2021,3,T3/2021,8.5,50.9,55.6,3182
Alagoas,2448,1265,1141,124,39,2021,3,T3/2021,9.8,46.6,51.7,1183
Sergipe,1682,1014,921,93,39,2021,3,T3/2021,9.2,54.8,60.3,668
Bahia,11241,7018,6327,691,39,2021,3,T3/2021,9.8,56.3,62.4,4223
Minas Gerais,16532,10453,9728,725,39,2021,3,T3/2021,6.9,58.8,63.2,6079
Espírito Santo,3012,1945,1830,114,39,2021,3,T3/2021,5.9,60.8,64.6,1067
Rio de Janeiro,13759,8135,7631,505,39,2021,3,T3/2021,6.2,55.5,59.1,5624
São Paulo,35811,23202,21501,1701,39,2021,3,T3/2021,7.3,60.0,64.8,12609
Paraná,8792,5812,5570,242,39,2021,3,T3/2021,4.2,63.4,66.1,2980
Santa Catarina,5459,3564,3458,105,39,2021,3,T3/2021,2.9,63.3,65.3,1895
Rio Grande do Sul,9072,5923,5608,315,39,2021,3,T3/2021,5.3,61.8,65.3,3149
Mato Grosso do Sul,1968,1293,1240,53,39,2021,3,T3/2021,4.1,63.0,65.7,675
Mato Grosso,2495,1657,1593,64,39,2021,3,T3/2021,3.9,63.8,66.4,838
Goiás,5099,3383,3208,176,39,2021,3,T3/2021,5.2,62.9,66.3,1716
Distrito Federal,2242,1507,1372,135,39,2021,3,T3/2021,9.0,61.2,67.2,735
Rondônia,1293,802,773,29,39,2021,3,T3/2021,3.6,59.8,62.0,491
Acre,573,334,313,21,39,2021,3,T3/2021,6.3,54.6,58.3,239
Amazonas,2641,1622,1494,128,39,2021,3,T3/2021,7.9,56.6,61.4,1019
Roraima,331,223,209,14,39,2021,3,T3/2021,6.3,63.1,67.4,108
Pará,5947,3643,3384,259,39,2021,3,T3/2021,7.1,56.9,61.3,2304
Amapá,544,345,312,33,39,2021,3,T3/2021,9.6,57.4,63.4,199
Tocantins,1096,677,634,43,39,2021,3,T3/2021,6.4,57.8,61.8,419
Maranhão,4968,2833,2629,203,39,2021,3,T3/2021,7.2,52.9,57.0,2135
Piauí,2489,1494,1404,90,39,2021,3,T3/2021,6.0,56.4,60.0,995
Ceará,6889,3761,3511,250,39,2021,3,T3/2021,6.6,51.0,54.6,3128
