UF,Total,Forca_de_Trabalho,ocupados,Desocupados,Trimestre_ID,Ano,Trimestre,Trimestre_Ano,Taxa_Desocupacao,Nivel_Ocupacao,Taxa_Participacao,Fora_da_Forca
Rio Grande do Norte,2644,1488,1332,156,39,2021,3,T3/2021,10.5,50.4,56.3,1156
Paraíba,2987,1713,1573,140,39,2021,3,T3/2021,8.2,52.7,57.3,1274
Pernambuco,7203,4008,3698,309,39,2021,3,T3/2021,7.7,51.3,55.6,3195
Alagoas,2465,1287,1165,122,39,2021,3,T3/2021,9.5,47.3,52.2,1178
Sergipe,1694,1034,941,93,39,2021,3,T3/2021,9.0,55.5,61.0,660
Bahia,11323,7151,6451,700,39,2021,3,T3/2021,9.8,57.0,63.2,4172
Minas Gerais,16560,10501,9836,665,39,2021,3,T3/2021,6.3,59.4,63.4,6059
Espírito Santo,3012,1920,1801,119,39,2021,3,T3/2021,6.2,59.8,63.7,1092
Rio de Janeiro,13838,8099,7625,473,39,2021,3,T3/2021,5.8,55.1,58.5,5739
São Paulo,35955,23436,21742,1694,39,2021,3,T3/2021,7.2,60.5,65.2,12519
Paraná,8817,5731,5516,215,39,2021,3,T3/2021,3.8,62.6,65.0,3086
Santa Catarina,5478,3623,3525,98,39,2021,3,T3/2021,2.7,64.3,66.1,1855
Rio Grande do Sul,9082,5929,5656,273,39,2021,3,T3/2021,4.6,62.3,65.3,3153
Mato Grosso do Sul,1969,1298,1247,50,39,2021,3,T3/2021,3.9,63.3,65.9,671
Mato Grosso,2499,1646,1579,67,39,2021,3,T3/2021,4.1,63.2,65.9,853
Goiás,5134,3434,3258,177,39,2021,3,T3/2021,5.2,63.5,66.9,1700
Distrito Federal,2247,1483,1353,130,39,2021,3,T3/2021,8.8,60.2,66.0,764
Rondônia,1288,791,755,36,39,2021,3,T3/2021,4.6,58.6,61.4,497
Acre,575,345,314,31,39,2021,3,T3/2021,9.0,54.6,60.0,230
Amazonas,2654,1640,1485,156,39,2021,3,T3/2021,9.5,56.0,61.8,1014
Roraima,333,218,198,20,39,2021,3,T3/2021,9.2,59.5,65.5,115
Pará,5942,3724,3375,349,39,2021,3,T3/2021,9.4,56.8,62.7,2218
Amapá,543,336,303,33,39,2021,3,T3/2021,9.8,55.8,61.9,207
Tocantins,1104,675,615,60,39,2021,3,T3/2021,8.9,55.7,61.1,429
Maranhão,4983,2857,2599,258,39,2021,3,T3/2021,9.0,52.2,57.3,2126
Piauí,2487,1493,1376,117,39,2021,3,T3/2021,7.8,55.3,60.0,994
Ceará,6891,3740,3438,303,39,2021,3,T3/2021,8.1,49.9,54.3,3151
Rio Grande do Norte,2668,1509,1334,175,39,2021,3,T3/2021,11.6,50.0,56.6,1159
Paraíba,2998,1746,1583,163,39,2021,3,T3/2021,9.3,52.8,58.2,1252
Pernambuco,7249,4010,3681,329,39,2021,3,T3/2021,8.2,50.8,55.3,3239
Alagoas,2467,1259,1118,141,39,2021,3,T3/2021,11.2,45.3,51.0,1208
Sergipe,1706,1042,951,91,39,2021,3,T3/2021,8.7,55.7,61.1,664
Bahia,11331,7176,6355,821,39,2021,3,T3/2021,11.4,56.1,63.3,4155
Minas Gerais,16606,10537,9659,878,39,2021,3,T3/2021,8.3,58.2,63.5,6069
Espírito Santo,3026,1931,1794,137,39,2021,3,T3/2021,7.1,59.3,63.8,1095
Rio de Janeiro,13928,8115,7578,536,39,2021,3,T3/2021,6.6,54.4,58.3,5813
São Paulo,36057,23562,21534,2028,39,2021,3,T3/2021,8.6,59.7,65.3,12495
Paraná,8843,5738,5429,309,39,2021,3,T3/2021,5.4,61.4,64.9,3105
Santa Catarina,5483,3627,3483,144,39,2021,3,T3/2021,4.0,63.5,66.1,1856
Rio Grande do Sul,9112,6027,5677,350,39,2021,3,T3/2021,5.8,62.3,66.1,3085
Mato Grosso do Sul,1985,1302,1220,82,39,2021,3,T3/2021,6.3,61.5,65.6,683
Mato Grosso,2512,1672,1576,97,39,2021,3,T3/2021,5.8,62.7,66.6,840
Goiás,5159,3426,3185,241,39,2021,3,T3/2021,7.0,61.7,66.4,1733
Distrito Federal,2257,1509,1346,164,39,2021,3,T3/2021,10.9,59.6,66.9,748
Rondônia,1285,786,747,39,39,2021,3,T3/2021,5.0,58.1,61.2,499
Acre,575,339,309,30,39,2021,3,T3/2021,8.8,53.7,59.0,236
Amazonas,2672,1652,1492,160,39,2021,3,T3/2021,9.7,55.8,61.8,1020
Roraima,335,218,201,17,39,2021,3,T3/2021,7.8,60.0,65.1,117
Pará,5988,3736,3393,343,39,2021,3,T3/2021,9.2,56.7,62.4,2252
Amapá,543,340,305,35,39,2021,3,T3/2021,10.3,56.2,62.6,203
Tocantins,1106,678,625,52,39,2021,3,T3/2021,7.7,56.5,61.3,428
Maranhão,4989,2849,2594,255,39,2021,3,T3/2021,9.0,52.0,57.1,2140
Piauí,2510,1519,1402,117,39,2021,3,T3/2021,7.7,55.9,60.5,991
Ceará,6910,3789,3451,338,39,2021,3,T3/2021,8.9,49.9,54.8,3121
Rio Grande do Norte,2652,1520,1341,179,39,2021,3,T3/2021,11.8,50.6,57.3,1132
Paraíba,3019,1739,1577,162,39,2021,3,T3/2021,9.3,52.2,57.6,1280
Pernambuco,7275,4106,3729,378,39,2021,3,T3/2021,9.2,51.3,56.4,3169
Alagoas,2478,1250,1101,149,39,2021,3,T3/2021,11.9,44.4,50.4,1228
Sergipe,1725,1038,943,95,39,2021,3,T3/2021,9.2,54.7,60.2,687
Bahia,11392,7228,6301,927,39,2021,3,T3/2021,12.8,55.3,63.4,4164
Minas Gerais,16665,10678,9828,850,39,2021,3,T3/2021,8.0,59.0,64.1,5987
Espírito Santo,3062,1963,1830,133,39,2021,3,T3/2021,6.8,59.8,64.1,1099
Rio de Janeiro,13965,8259,7657,602,39,2021,3,T3/2021,7.3,54.8,59.1,5706
São Paulo,36119,23673,21498,2176,39,2021,3,T3/2021,9.2,59.5,65.5,12446
Paraná,8851,5798,5437,361,39,2021,3,T3/2021,6.2,61.4,65.5,3053
Santa Catarina,5526,3671,3525,146,39,2021,3,T3/2021,4.0,63.8,66.4,1855
Rio Grande do Sul,9118,5994,5631,363,39,2021,3,T3/2021,6.1,61.8,65.7,3124
Mato Grosso do Sul,1988,1304,1221,83,39,2021,3,T3/2021,6.4,61.4,65.6,684
Mato Grosso,2494,1653,1549,104,39,2021,3,T3/2021,6.3,62.1,66.3,841
Goiás,5183,3462,3203,258,39,2021,3,T3/2021,7.5,61.8,66.8,1721
Distrito Federal,2270,1506,1359,147,39,2021,3,T3/2021,9.8,59.9,66.3,764
Rondônia,1288,807,753,54,39,2021,3,T3/2021,6.7,58.5,62.7,481
Acre,580,343,313,31,39,2021,3,T3/2021,9.0,54.0,59.1,237
Amazonas,2702,1683,1510,173,39,2021,3,T3/2021,10.3,55.9,62.3,1019
Roraima,338,219,199,21,39,2021,3,T3/2021,9.6,58.9,64.8,119
Pará,6027,3791,3466,325,39,2021,3,T3/2021,8.6,57.5,62.9,2236
Amapá,548,346,305,41,39,2021,3,T3/2021,11.8,55.7,63.1,202
Tocantins,1099,677,614,63,39,2021,3,T3/2021,9.3,55.9,61.6,422
Maranhão,5032,2888,2641,248,39,2021,3,T3/2021,8.6,52.5,57.4,2144
Piauí,2512,1521,1404,118,39,2021,3,T3/2021,7.8,55.9,60.5,991
Ceará,6907,3838,3465,373,39,2021,3,T3/2021,9.7,50.2,55.6,3069
Rio Grande do Norte,2667,1554,1355,199,39,2021,3,T3/2021,12.8,50.8,58.3,1113
Paraíba,3034,1752,1568,184,39,2021,3,T3/2021,10.5,51.7,57.7,1282
Pernambuco,7355,4209,3733,476,39,2021,3,T3/2021,11.3,50.8,57.2,3146
Alagoas,2497,1253,1116,137,39,2021,3,T3/2021,10.9,44.7,50.2,1244
Sergipe,1730,1026,936,90,39,2021,3,T3/2021,8.8,54.1,59.3,704
Bahia,11380,7246,6303,943,39,2021,3,T3/2021,13.0,55.4,63.7,4134
Minas Gerais,16758,10844,9891,953,39,2021,3,T3/2021,8.8,59.0,64.7,5914
Espírito Santo,3069,1949,1787,162,39,2021,3,T3/2021,8.3,58.2,63.5,1120
Rio de Janeiro,13967,8303,7610,693,39,2021,3,T3/2021,8.3,54.5,59.4,5664
São Paulo,36128,23703,21383,2320,39,2021,3,T3/2021,9.8,59.2,65.6,12425
Paraná,8883,5811,5449,362,39,2021,3,T3/2021,6.2,61.3,65.4,3072
Santa Catarina,5549,3672,3510,163,39,2021,3,T3/2021,4.4,63.3,66.2,1877
Rio Grande do Sul,9136,5994,5575,419,39,2021,3,T3/2021,7.0,61.0,65.6,3142
Mato Grosso do Sul,1987,1326,1242,84,39,2021,3,T3/2021,6.3,62.5,66.7,661
Mato Grosso,2498,1632,1522,110,39,2021,3,T3/2021,6.7,60.9,65.3,866
Goiás,5229,3453,3199,255,39,2021,3,T3/2021,7.4,61.2,66.0,1776
Distrito Federal,2292,1511,1353,157,39,2021,3,T3/2021,10.4,59.0,65.9,781
Rondônia,1278,816,764,53,39,2021,3,T3/2021,6.5,59.8,63.8,462
Acre,584,344,317,27,39,2021,3,T3/2021,7.8,54.3,58.9,240
Amazonas,2727,1659,1505,154,39,2021,3,T3/2021,9.3,55.2,60.8,1068
Roraima,342,221,203,18,39,2021,3,T3/2021,8.1,59.4,64.6,121
Pará,6078,3811,3477,334,39,2021,3,T3/2021,8.8,57.2,62.7,2267
Amapá,549,352,306,46,39,2021,3,T3/2021,13.1,55.7,64.1,197
Tocantins,1115,678,617,61,39,2021,3,T3/2021,9.0,55.3,60.8,437
Maranhão,5036,2873,2632,241,39,2021,3,T3/2021,8.4,52.3,57.0,2163
Piauí,2525,1497,1387,110,39,2021,3,T3/2021,7.3,54.9,59.3,1028
Ceará,6931,3795,3451,344,39,2021,3,T3/2021,9.1,49.8,54.8,3136
Rio Grande do Norte,2688,1533,1344,189,39,2021,3,T3/2021,12.3,50.0,57.0,1155
Paraíba,3043,1729,1562,168,39,2021,3,T3/2021,9.7,51.3,56.8,1314
Pernambuco,7350,4084,3629,455,39,2021,3,T3/2021,11.1,49.4,55.6,3266
Alagoas,2504,1263,1118,145,39,2021,3,T3/2021,11.5,44.6,50.4,1241
Sergipe,1746,1011,909,103,39,2021,3,T3/2021,10.2,52.1,57.9,735
Bahia,11394,7171,6282,889,39,2021,3,T3/2021,12.4,55.1,62.9,4223
Minas Gerais,16836,10813,9798,1016,39,2021,3,T3/2021,9.4,58.2,64.2,6023
Espírito Santo,3096,1953,1773,181,39,2021,3,T3/2021,9.3,57.3,63.1,1143
Rio de Janeiro,13925,8314,7594,721,39,2021,3,T3/2021,8.7,54.5,59.7,5611
São Paulo,36230,24033,21569,2464,39,2021,3,T3/2021,10.3,59.5,66.3,12197
Paraná,8909,5873,5527,345,39,2021,3,T3/2021,5.9,62.0,65.9,3036
Santa Catarina,5579,3693,3536,157,39,2021,3,T3/2021,4.3,63.4,66.2,1886
Rio Grande do Sul,9160,6108,5700,408,39,2021,3,T3/2021,6.7,62.2,66.7,3052
Mato Grosso do Sul,1997,1330,1251,80,39,2021,3,T3/2021,6.0,62.6,66.6,667
Mato Grosso,2522,1647,1552,95,39,2021,3,T3/2021,5.8,61.5,65.3,875
Goiás,5250,3468,3197,271,39,2021,3,T3/2021,7.8,60.9,66.1,1782
Distrito Federal,2286,1518,1369,149,39,2021,3,T3/2021,9.8,59.9,66.4,768
Rondônia,1285,812,750,62,39,2021,3,T3/2021,7.6,58.4,63.2,473
Acre,583,342,312,30,39,2021,3,T3/2021,8.8,53.5,58.7,241
Amazonas,2725,1710,1488,221,39,2021,3,T3/2021,12.9,54.6,62.8,1015
Roraima,342,221,203,18,39,2021,3,T3/2021,8.1,59.4,64.6,121
Pará,6113,3811,3423,388,39,2021,3,T3/2021,10.2,56.0,62.3,2302
Amapá,552,342,291,50,39,2021,3,T3/2021,14.6,52.7,62.0,210
Tocantins,1124,688,613,74,39,2021,3,T3/2021,10.8,54.5,61.2,436
Maranhão,5060,2883,2563,320,39,2021,3,T3/2021,11.1,50.7,57.0,2177
Piauí,2529,1481,1337,143,39,2021,3,T3/2021,9.7,52.9,58.6,1048
Ceará,6960,3759,3349,410,39,2021,3,T3/2021,10.9,48.1,54.0,3201
Rio Grande do Norte,2698,1504,1285,218,39,2021,3,T3/2021,14.5,47.6,55.7,1194
Paraíba,3060,1707,1532,175,39,2021,3,T3/2021,10.3,50.1,55.8,1353
Pernambuco,7368,4104,3554,550,39,2021,3,T3/2021,13.4,48.2,55.7,3264
Alagoas,2512,1267,1103,164,39,2021,3,T3/2021,12.9,43.9,50.4,1245
Sergipe,1757,1023,905,118,39,2021,3,T3/2021,11.5,51.5,58.2,734
Bahia,11385,7108,5990,1119,39,2021,3,T3/2021,15.7,52.6,62.4,4277
Minas Gerais,16871,10819,9596,1223,39,2021,3,T3/2021,11.3,56.9,64.1,6052
Espírito Santo,3109,1963,1744,219,39,2021,3,T3/2021,11.2,56.1,63.1,1146
Rio de Janeiro,13956,8343,7494,849,39,2021,3,T3/2021,10.2,53.7,59.8,5613
São Paulo,36281,24286,21324,2962,39,2021,3,T3/2021,12.2,58.8,66.9,11995
Paraná,8952,5954,5468,486,39,2021,3,T3/2021,8.2,61.1,66.5,2998
Santa Catarina,5595,3703,3476,227,39,2021,3,T3/2021,6.1,62.1,66.2,1892
Rio Grande do Sul,9209,6131,5666,465,39,2021,3,T3/2021,7.6,61.5,66.6,3078
Mato Grosso do Sul,2024,1338,1234,105,39,2021,3,T3/2021,7.8,61.0,66.1,686
Mato Grosso,2541,1658,1505,153,39,2021,3,T3/2021,9.2,59.2,65.2,883
Goiás,5272,3499,3143,357,39,2021,3,T3/2021,10.2,59.6,66.4,1773
Distrito Federal,2300,1532,1359,173,39,2021,3,T3/2021,11.3,59.1,66.6,768
Rondônia,1291,833,766,66,39,2021,3,T3/2021,7.9,59.3,64.5,458
Acre,593,330,293,37,39,2021,3,T3/2021,11.2,49.4,55.6,263
Amazonas,2739,1763,1526,237,39,2021,3,T3/2021,13.4,55.7,64.4,976
Roraima,345,221,204,18,39,2021,3,T3/2021,8.1,59.1,64.1,124
Pará,6154,3758,3345,413,39,2021,3,T3/2021,11.0,54.4,61.1,2396
Amapá,557,350,294,56,39,2021,3,T3/2021,16.0,52.8,62.8,207
Tocantins,1138,696,617,78,39,2021,3,T3/2021,11.2,54.2,61.2,442
Maranhão,5058,2768,2435,333,39,2021,3,T3/2021,12.0,48.1,54.7,2290
Piauí,2524,1449,1303,146,39,2021,3,T3/2021,10.1,51.6,57.4,1075
Ceará,6991,3926,3472,455,39,2021,3,T3/2021,11.6,49.7,56.2,3065
Rio Grande do Norte,2722,1516,1310,206,39,2021,3,T3/2021,13.6,48.1,55.7,1206
Paraíba,3069,1679,1494,185,39,2021,3,T3/2021,11.0,48.7,54.7,1390
Pernambuco,7360,4092,3510,583,39,2021,3,T3/2021,14.2,47.7,55.6,3268
Alagoas,2517,1282,1102,181,39,2021,3,T3/2021,14.1,43.8,50.9,1235
Sergipe,1750,1029,896,133,39,2021,3,T3/2021,12.9,51.2,58.8,721
Bahia,11414,7071,5966,1105,39,2021,3,T3/2021,15.6,52.3,62.0,4343
Minas Gerais,16899,10946,9738,1208,39,2021,3,T3/2021,11.0,57.6,64.8,5953
Espírito Santo,3100,1991,1759,232,39,2021,3,T3/2021,11.7,56.7,64.2,1109
Rio de Janeiro,13939,8388,7417,970,39,2021,3,T3/2021,11.6,53.2,60.2,5551
São Paulo,36512,24456,21461,2995,39,2021,3,T3/2021,12.2,58.8,67.0,12056
Paraná,8981,5929,5441,488,39,2021,3,T3/2021,8.2,60.6,66.0,3052
Santa Catarina,5606,3673,3425,248,39,2021,3,T3/2021,6.8,61.1,65.5,1933
Rio Grande do Sul,9209,6103,5558,544,39,2021,3,T3/2021,8.9,60.4,66.3,3106
Mato Grosso do Sul,2032,1363,1267,96,39,2021,3,T3/2021,7.0,62.4,67.1,669
Mato Grosso,2560,1702,1532,170,39,2021,3,T3/2021,10.0,59.8,66.5,858
Goiás,5290,3550,3186,364,39,2021,3,T3/2021,10.3,60.2,67.1,1740
Distrito Federal,2300,1524,1357,168,39,2021,3,T3/2021,11.0,59.0,66.3,776
Rondônia,1291,816,747,70,39,2021,3,T3/2021,8.6,57.9,63.2,475
Acre,600,323,283,39,39,2021,3,T3/2021,12.1,47.2,53.8,277
Amazonas,2745,1737,1497,239,39,2021,3,T3/2021,13.8,54.5,63.3,1008
Roraima,350,215,194,21,39,2021,3,T3/2021,9.8,55.4,61.4,135
Pará,6170,3729,3312,417,39,2021,3,T3/2021,11.2,53.7,60.4,2441
Amapá,569,350,298,53,39,2021,3,T3/2021,15.1,52.4,61.5,219
Tocantins,1135,680,606,74,39,2021,3,T3/2021,10.9,53.4,59.9,455
Maranhão,5092,2682,2358,324,39,2021,3,T3/2021,12.1,46.3,52.7,2410
Piauí,2535,1435,1298,138,39,2021,3,T3/2021,9.6,51.2,56.6,1100
Ceará,7029,3921,3401,520,39,2021,3,T3/2021,13.3,48.4,55.8,3108
Rio Grande do Norte,2742,1523,1306,217,39,2021,3,T3/2021,14.2,47.6,55.5,1219
Paraíba,3086,1663,1447,217,39,2021,3,T3/2021,13.0,46.9,53.9,1423
Pernambuco,7397,4017,3396,621,39,2021,3,T3/2021,15.5,45.9,54.3,3380
Alagoas,2539,1271,1082,190,39,2021,3,T3/2021,14.9,42.6,50.1,1268
Sergipe,1766,1026,877,148,39,2021,3,T3/2021,14.4,49.7,58.1,740
Bahia,11505,6988,5865,1123,39,2021,3,T3/2021,16.1,51.0,60.7,4517
Minas Gerais,16858,10950,9714,1235,39,2021,3,T3/2021,11.3,57.6,65.0,5908
Espírito Santo,3108,1959,1706,253,39,2021,3,T3/2021,12.9,54.9,63.0,1149
Rio de Janeiro,13979,8412,7381,1031,39,2021,3,T3/2021,12.3,52.8,60.2,5567
São Paulo,36498,24508,21353,3155,39,2021,3,T3/2021,12.9,58.5,67.1,11990
Paraná,9009,5886,5381,505,39,2021,3,T3/2021,8.6,59.7,65.3,3123
Santa Catarina,5626,3689,3453,236,39,2021,3,T3/2021,6.4,61.4,65.6,1937
Rio Grande do Sul,9258,6096,5586,511,39,2021,3,T3/2021,8.4,60.3,65.8,3162
Mato Grosso do Sul,2054,1361,1256,105,39,2021,3,T3/2021,7.7,61.1,66.3,693
Mato Grosso,2569,1674,1522,152,39,2021,3,T3/2021,9.1,59.2,65.2,895
Goiás,5316,3492,3120,372,39,2021,3,T3/2021,10.7,58.7,65.7,1824
Distrito Federal,2305,1574,1384,191,39,2021,3,T3/2021,12.1,60.0,68.3,731
Rondônia,1304,828,762,67,39,2021,3,T3/2021,8.1,58.4,63.5,476
Acre,605,330,291,39,39,2021,3,T3/2021,11.8,48.1,54.5,275
Amazonas,2746,1721,1462,259,39,2021,3,T3/2021,15.0,53.2,62.7,1025
Roraima,355,210,190,20,39,2021,3,T3/2021,9.5,53.5,59.2,145
Pará,6207,3792,3303,489,39,2021,3,T3/2021,12.9,53.2,61.1,2415
Amapá,578,359,298,61,39,2021,3,T3/2021,17.0,51.6,62.1,219
Tocantins,1145,697,606,92,39,2021,3,T3/2021,13.2,52.9,60.9,448
Maranhão,5102,2709,2351,358,39,2021,3,T3/2021,13.2,46.1,53.1,2393
Piauí,2541,1404,1279,125,39,2021,3,T3/2021,8.9,50.3,55.3,1137
Ceará,7053,3920,3426,494,39,2021,3,T3/2021,12.6,48.6,55.6,3133
Rio Grande do Norte,2753,1517,1295,223,39,2021,3,T3/2021,14.7,47.0,55.1,1236
Paraíba,3087,1662,1459,202,39,2021,3,T3/2021,12.2,47.3,53.8,1425
Pernambuco,7383,4071,3422,649,39,2021,3,T3/2021,15.9,46.3,55.1,3312
Alagoas,2542,1246,1060,186,39,2021,3,T3/2021,14.9,41.7,49.0,1296
Sergipe,1771,1026,870,156,39,2021,3,T3/2021,15.2,49.1,57.9,745
Bahia,11564,7039,5859,1180,39,2021,3,T3/2021,16.8,50.7,60.9,4525
Minas Gerais,16872,10936,9710,1226,39,2021,3,T3/2021,11.2,57.6,64.8,5936
Espírito Santo,3124,2009,1732,277,39,2021,3,T3/2021,13.8,55.4,64.3,1115
Rio de Janeiro,14043,8518,7358,1160,39,2021,3,T3/2021,13.6,52.4,60.7,5525
São Paulo,36647,24661,21580,3081,39,2021,3,T3/2021,12.5,58.9,67.3,11986
Paraná,9047,5945,5460,485,39,2021,3,T3/2021,8.2,60.4,65.7,3102
Santa Catarina,5630,3706,3475,231,39,2021,3,T3/2021,6.2,61.7,65.8,1924
Rio Grande do Sul,9205,6114,5600,515,39,2021,3,T3/2021,8.4,60.8,66.4,3091
Mato Grosso do Sul,2064,1379,1266,113,39,2021,3,T3/2021,8.2,61.3,66.8,685
Mato Grosso,2580,1693,1530,163,39,2021,3,T3/2021,9.6,59.3,65.6,887
Goiás,5341,3562,3158,404,39,2021,3,T3/2021,11.3,59.1,66.7,1779
Distrito Federal,2314,1595,1372,224,39,2021,3,T3/2021,14.0,59.3,68.9,719
Rondônia,1313,807,741,66,39,2021,3,T3/2021,8.2,56.4,61.5,506
Acre,611,333,280,53,39,2021,3,T3/2021,15.9,45.8,54.5,278
Amazonas,2765,1792,1469,323,39,2021,3,T3/2021,18.0,53.1,64.8,973
Roraima,361,214,192,22,39,2021,3,T3/2021,10.3,53.2,59.3,147
Pará,6245,3712,3194,518,39,2021,3,T3/2021,14.0,51.1,59.4,2533
Amapá,588,361,293,68,39,2021,3,T3/2021,18.8,49.8,61.4,227
Tocantins,1153,690,603,87,39,2021,3,T3/2021,12.6,52.3,59.8,463
Maranhão,5108,2745,2329,416,39,2021,3,T3/2021,15.2,45.6,53.7,2363
Piauí,2527,1405,1224,180,39,2021,3,T3/2021,12.8,48.4,55.6,1122
Ceará,7093,3952,3380,571,39,2021,3,T3/2021,14.4,47.7,55.7,3141
Rio Grande do Norte,2750,1514,1265,249,39,2021,3,T3/2021,16.4,46.0,55.1,1236
Paraíba,3092,1655,1434,222,39,2021,3,T3/2021,13.4,46.4,53.5,1437
Pernambuco,7420,4039,3339,700,39,2021,3,T3/2021,17.3,45.0,54.4,3381
Alagoas,2555,1225,1008,217,39,2021,3,T3/2021,17.7,39.5,47.9,1330
Sergipe,1769,993,831,162,39,2021,3,T3/2021,16.3,47.0,56.1,776
Bahia,11651,7009,5703,1306,39,2021,3,T3/2021,18.6,48.9,60.2,4642
Minas Gerais,16895,10978,9467,1512,39,2021,3,T3/2021,13.8,56.0,65.0,5917
Espírito Santo,3139,1996,1703,293,39,2021,3,T3/2021,14.7,54.3,63.6,1143
Rio de Janeiro,14146,8591,7331,1260,39,2021,3,T3/2021,14.7,51.8,60.7,5555
São Paulo,36527,24981,21392,3589,39,2021,3,T3/2021,14.4,58.6,68.4,11546
Paraná,9084,5979,5358,621,39,2021,3,T3/2021,10.4,59.0,65.8,3105
Santa Catarina,5674,3812,3510,302,39,2021,3,T3/2021,7.9,61.9,67.2,1862
Rio Grande do Sul,9241,6150,5580,570,39,2021,3,T3/2021,9.3,60.4,66.6,3091
Mato Grosso do Sul,2059,1373,1237,136,39,2021,3,T3/2021,9.9,60.1,66.7,686
Mato Grosso,2599,1669,1492,177,39,2021,3,T3/2021,10.6,57.4,64.2,930
Goiás,5369,3567,3111,456,39,2021,3,T3/2021,12.8,57.9,66.4,1802
Distrito Federal,2343,1609,1379,230,39,2021,3,T3/2021,14.3,58.9,68.7,734
Rondônia,1324,837,760,77,39,2021,3,T3/2021,9.2,57.4,63.2,487
Acre,611,345,294,52,39,2021,3,T3/2021,15.1,48.1,56.5,266
Amazonas,2789,1794,1514,280,39,2021,3,T3/2021,15.6,54.3,64.3,995
Roraima,363,223,199,24,39,2021,3,T3/2021,10.8,54.8,61.4,140
Pará,6268,3764,3330,433,39,2021,3,T3/2021,11.5,53.1,60.1,2504
Amapá,589,361,297,63,39,2021,3,T3/2021,17.5,50.4,61.3,228
Tocantins,1160,681,602,79,39,2021,3,T3/2021,11.6,51.9,58.7,479
Maranhão,5125,2685,2289,396,39,2021,3,T3/2021,14.7,44.7,52.4,2440
Piauí,2538,1439,1242,197,39,2021,3,T3/2021,13.7,48.9,56.7,1099
Ceará,7123,3946,3420,526,39,2021,3,T3/2021,13.3,48.0,55.4,3177
Rio Grande do Norte,2747,1515,1275,240,39,2021,3,T3/2021,15.8,46.4,55.2,1232
Paraíba,3106,1686,1491,195,39,2021,3,T3/2021,11.6,48.0,54.3,1420
Pernambuco,7439,4079,3303,776,39,2021,3,T3/2021,19.0,44.4,54.8,3360
Alagoas,2561,1233,1011,222,39,2021,3,T3/2021,18.0,39.5,48.1,1328
Sergipe,1775,1020,876,145,39,2021,3,T3/2021,14.2,49.4,57.5,755
Bahia,11602,7024,5788,1236,39,2021,3,T3/2021,17.6,49.9,60.5,4578
Minas Gerais,16957,11075,9724,1351,39,2021,3,T3/2021,12.2,57.3,65.3,5882
Espírito Santo,3145,2072,1793,279,39,2021,3,T3/2021,13.5,57.0,65.9,1073
Rio de Janeiro,14236,8724,7343,1381,39,2021,3,T3/2021,15.8,51.6,61.3,5512
São Paulo,36711,25071,21660,3412,39,2021,3,T3/2021,13.6,59.0,68.3,11640
Paraná,9069,5983,5447,536,39,2021,3,T3/2021,9.0,60.1,66.0,3086
Santa Catarina,5670,3806,3520,287,39,2021,3,T3/2021,7.5,62.1,67.1,1864
Rio Grande do Sul,9232,6113,5589,524,39,2021,3,T3/2021,8.6,60.5,66.2,3119
Mato Grosso do Sul,2066,1383,1259,124,39,2021,3,T3/2021,9.0,60.9,66.9,683
Mato Grosso,2579,1675,1529,146,39,2021,3,T3/2021,8.7,59.3,64.9,904
Goiás,5405,3658,3254,403,39,2021,3,T3/2021,11.0,60.2,67.7,1747
Distrito Federal,2357,1598,1385,213,39,2021,3,T3/2021,13.3,58.8,67.8,759
Rondônia,1332,843,773,69,39,2021,3,T3/2021,8.2,58.0,63.3,489
Acre,612,348,300,48,39,2021,3,T3/2021,13.8,49.0,56.9,264
Amazonas,2813,1754,1470,285,39,2021,3,T3/2021,16.2,52.3,62.4,1059
Roraima,365,225,205,21,39,2021,3,T3/2021,9.3,56.2,61.6,140
Pará,6330,3857,3425,432,39,2021,3,T3/2021,11.2,54.1,60.9,2473
Amapá,596,365,303,62,39,2021,3,T3/2021,17.0,50.8,61.2,231
Tocantins,1171,671,591,80,39,2021,3,T3/2021,11.9,50.5,57.3,500
Maranhão,5157,2766,2364,402,39,2021,3,T3/2021,14.5,45.8,53.6,2391
Piauí,2536,1445,1268,177,39,2021,3,T3/2021,12.2,50.0,57.0,1091
Ceará,7129,3980,3504,476,39,2021,3,T3/2021,12.0,49.2,55.8,3149
Rio Grande do Norte,2745,1513,1303,210,39,2021,3,T3/2021,13.9,47.5,55.1,1232
Paraíba,3105,1709,1524,186,39,2021,3,T3/2021,10.9,49.1,55.0,1396
Pernambuco,7465,4113,3370,743,39,2021,3,T3/2021,18.1,45.1,55.1,3352
Alagoas,2569,1227,1031,197,39,2021,3,T3/2021,16.1,40.1,47.8,1342
Sergipe,1765,1012,872,140,39,2021,3,T3/2021,13.8,49.4,57.3,753
Bahia,11648,6923,5759,1164,39,2021,3,T3/2021,16.8,49.4,59.4,4725
Minas Gerais,16981,11129,9761,1369,39,2021,3,T3/2021,12.3,57.5,65.5,5852
Espírito Santo,3149,2101,1825,276,39,2021,3,T3/2021,13.1,58.0,66.7,1048
Rio de Janeiro,14211,8797,7510,1287,39,2021,3,T3/2021,14.6,52.8,61.9,5414
São Paulo,36796,25227,21866,3361,39,2021,3,T3/2021,13.3,59.4,68.6,11569
Paraná,9104,5966,5460,507,39,2021,3,T3/2021,8.5,60.0,65.5,3138
