UF,Ano,Trimestre,Trimestre_Ano,Total,Forca_de_Trabalho,Ocupados,Desocupados,Fora_da_Forca,Taxa_Desocupacao,Nivel_Ocupacao,Taxa_Participacao
Rondônia,2012,1,T1/2012,1210,765,703,62,445,8.104575163398692,58.09917355371901,63.22314049586777
Acre,2012,1,T1/2012,534,313,284,29,221,9.26517571884984,53.18352059925093,58.61423220973783
Amazonas,2012,1,T1/2012,2463,1558,1386,173,905,11.10397946084724,56.27283800243605,63.25619163621599
Roraima,2012,1,T1/2012,296,185,169,16,111,8.64864864864865,57.0945945945946,62.5
Pará,2012,1,T1/2012,5579,3373,3104,270,2206,8.00474355173436,55.63721096970783,60.45886359562645
Amapá,2012,1,T1/2012,487,318,278,40,169,12.57861635220126,57.08418891170432,65.29774127310061
Tocantins,2012,1,T1/2012,1043,654,599,55,389,8.409785932721713,57.43048897411314,62.70373921380633
Maranhão,2012,1,T1/2012,4824,2721,2505,216,2103,7.938257993384785,51.92786069651741,56.40547263681592
Piauí,2012,1,T1/2012,2426,1424,1315,109,1002,7.654494382022473,54.20445177246497,58.69744435284419
Ceará,2012,1,T1/2012,6679,3756,3482,275,2923,7.321618743343983,52.13355292708489,56.23596346758497
Rio Grande do Norte,2012,1,T1/2012,2540,1370,1211,159,1170,11.60583941605839,47.67716535433071,53.93700787401576
Paraíba,2012,1,T1/2012,2952,1667,1500,167,1285,10.01799640071986,50.81300813008131,56.47018970189702
Pernambuco,2012,1,T1/2012,6931,3925,3549,376,3006,9.579617834394904,51.20473236185254,56.62963497330833
Alagoas,2012,1,T1/2012,2383,1173,1041,133,1210,11.3384484228474,43.68443138900545,49.22366764582459
Sergipe,2012,1,T1/2012,1595,947,848,99,648,10.45406546990496,53.16614420062697,59.37304075235109
Bahia,2012,1,T1/2012,10986,6888,6086,802,4098,11.64343786295006,55.39777899144366,62.69797924631349
Minas Gerais,2012,1,T1/2012,15985,10115,9316,799,5870,7.899159663865546,58.27963715983735,63.27807319361902
Espírito Santo,2012,1,T1/2012,2885,1869,1726,143,1016,7.651150347779562,59.8266897746967,64.78336221837088
Rio de Janeiro,2012,1,T1/2012,13293,8071,7379,691,5222,8.561516540701277,55.51041901752802,60.7161664033702
São Paulo,2012,1,T1/2012,34709,22440,20685,1755,12269,7.820855614973262,59.59549396410153,64.65181941283241
Paraná,2012,1,T1/2012,8482,5533,5221,312,2949,5.638893909271643,61.5538788021693,65.2322565432681
Santa Catarina,2012,1,T1/2012,5196,3428,3286,142,1768,4.142357059509918,63.2409545804465,65.9738260200154
Rio Grande do Sul,2012,1,T1/2012,8874,5746,5439,307,3128,5.342847198050818,61.29141311697093,64.75095785440614
Mato Grosso do Sul,2012,1,T1/2012,1887,1219,1127,92,668,7.547169811320755,59.72443031266561,64.59989401165872
Mato Grosso,2012,1,T1/2012,2381,1566,1462,103,815,6.577266922094509,61.40277194456111,65.77068458630826
Goiás,2012,1,T1/2012,4857,3219,3015,204,1638,6.337371854613234,62.07535515750463,66.27547869054973
Distrito Federal,2012,1,T1/2012,2122,1420,1295,125,702,8.80281690140845,61.02733270499529,66.91800188501414
Rondônia,2012,2,T2/2012,1217,782,733,49,435,6.265984654731457,60.23007395234183,64.25636811832375
Acre,2012,2,T2/2012,537,329,299,30,208,9.118541033434653,55.67970204841713,61.26629422718808
Amazonas,2012,2,T2/2012,2477,1557,1416,141,920,9.05587668593449,57.165926524021,62.85829632620105
Roraima,2012,2,T2/2012,300,188,177,11,112,5.851063829787234,59.0,62.66666666666667
Pará,2012,2,T2/2012,5625,3549,3269,280,2076,7.889546351084813,58.11555555555555,63.09333333333333
Amapá,2012,2,T2/2012,497,315,269,46,182,14.6031746031746,54.12474849094567,63.38028169014085
Tocantins,2012,2,T2/2012,1054,656,605,51,398,7.774390243902439,57.40037950664136,62.23908918406072
Maranhão,2012,2,T2/2012,4844,2749,2496,253,2095,9.203346671516917,51.52766308835673,56.75061932287366
Piauí,2012,2,T2/2012,2447,1428,1327,101,1019,7.072829131652661,54.22966898242746,58.35717204740498
Ceará,2012,2,T2/2012,6683,3750,3443,307,2933,8.186666666666667,51.5187789914709,56.1125243154272
Rio Grande do Norte,2012,2,T2/2012,2544,1453,1288,165,1091,11.35581555402615,50.62893081761006,57.11477987421384
Paraíba,2012,2,T2/2012,2940,1679,1522,158,1261,9.410363311494937,51.76870748299319,57.10884353741497
Pernambuco,2012,2,T2/2012,6928,3832,3514,318,3096,8.298538622129437,50.72170900692841,55.31177829099308
Alagoas,2012,2,T2/2012,2376,1155,1020,135,1221,11.68831168831169,42.92929292929293,48.61111111111111
Sergipe,2012,2,T2/2012,1620,968,862,106,652,10.9504132231405,53.20987654320988,59.75308641975309
Bahia,2012,2,T2/2012,10981,6908,6121,787,4073,11.39258830341633,55.74173572534378,62.9086604134414
Minas Gerais,2012,2,T2/2012,16093,10448,9690,758,5645,7.254977029096478,60.2125147579693,64.922637171441
Espírito Santo,2012,2,T2/2012,2883,1919,1780,139,964,7.243355914538823,61.74124176205341,66.562608394034
Rio de Janeiro,2012,2,T2/2012,13345,8152,7540,612,5193,7.507360157016683,56.50056200824278,61.08654926938929
São Paulo,2012,2,T2/2012,34778,22706,20993,1712,12072,7.539857306438827,60.36287308068319,65.28840071309449
Paraná,2012,2,T2/2012,8546,5647,5345,302,2899,5.347972374712237,62.54388017786099,66.07769716826586
Santa Catarina,2012,2,T2/2012,5201,3497,3366,131,1704,3.746068058335716,64.71832339934627,67.23706979427033
Rio Grande do Sul,2012,2,T2/2012,8902,5810,5515,295,3092,5.077452667814113,61.95237025387554,65.26623230734666
Mato Grosso do Sul,2012,2,T2/2012,1899,1260,1170,89,639,7.063492063492063,61.61137440758294,66.35071090047393
Mato Grosso,2012,2,T2/2012,2406,1578,1487,91,828,5.766793409378961,61.80382377389859,65.5860349127182
Goiás,2012,2,T2/2012,4917,3281,3108,173,1636,5.272782688204815,63.20927394752898,66.72767947935732
Distrito Federal,2012,2,T2/2012,2141,1413,1293,120,728,8.492569002123142,60.39234002802429,65.9971975712284
Rondônia,2012,3,T3/2012,1226,784,738,46,442,5.86734693877551,60.1957585644372,63.94779771615008
Acre,2012,3,T3/2012,539,325,299,25,214,7.692307692307693,55.47309833024119,60.29684601113172
Amazonas,2012,3,T3/2012,2498,1567,1419,149,931,9.508615188257815,56.80544435548439,62.73018414731786
Roraima,2012,3,T3/2012,298,192,178,14,106,7.291666666666667,59.73154362416108,64.42953020134227
Pará,2012,3,T3/2012,5637,3502,3249,253,2135,7.224443175328384,57.63704097924428,62.12524392407309
Amapá,2012,3,T3/2012,509,329,283,47,180,14.28571428571428,55.5992141453831,64.63654223968565
Tocantins,2012,3,T3/2012,1050,652,605,47,398,7.208588957055214,57.61904761904761,62.09523809523809
Maranhão,2012,3,T3/2012,4852,2763,2549,214,2089,7.745204487875498,52.53503709810388,56.94558944765046
Piauí,2012,3,T3/2012,2461,1445,1355,90,1016,6.228373702422145,55.05891913856156,58.71596911824462
Ceará,2012,3,T3/2012,6689,3698,3398,300,2991,8.112493239588966,50.79982060098669,55.28479593362236
Rio Grande do Norte,2012,3,T3/2012,2543,1456,1289,167,1087,11.46978021978022,50.68816358631537,57.25521038143925
Paraíba,2012,3,T3/2012,2928,1661,1518,143,1267,8.609271523178808,51.84426229508197,56.72814207650273
Pernambuco,2012,3,T3/2012,6971,3954,3583,371,3017,9.382903388973192,51.39865155644814,56.72070004303544
Alagoas,2012,3,T3/2012,2406,1208,1068,140,1198,11.58940397350993,44.38902743142145,50.20781379883624
Sergipe,2012,3,T3/2012,1628,988,883,105,640,10.62753036437247,54.23832923832924,60.68796068796068
Bahia,2012,3,T3/2012,11060,6957,6206,751,4103,10.79488285180394,56.11211573236889,62.90235081374323
Minas Gerais,2012,3,T3/2012,16118,10414,9744,670,5704,6.433647013635491,60.4541506390371,64.61099391984118
Espírito Santo,2012,3,T3/2012,2898,1931,1798,133,967,6.887622993267736,62.04278812974465,66.63216011042098
Rio de Janeiro,2012,3,T3/2012,13399,8110,7503,607,5289,7.4845869297164,55.99671617284871,60.52690499290991
São Paulo,2012,3,T3/2012,34926,22854,21262,1592,12072,6.96595781920014,60.87728339918685,65.43549218347363
Paraná,2012,3,T3/2012,8562,5675,5410,265,2887,4.669603524229075,63.18617145526746,66.28124270030366
Santa Catarina,2012,3,T3/2012,5245,3505,3392,112,1740,3.195435092724679,64.67111534795042,66.82554814108676
Rio Grande do Sul,2012,3,T3/2012,8937,5778,5509,269,3159,4.655590169608861,61.64260937674835,64.6525679758308
Mato Grosso do Sul,2012,3,T3/2012,1906,1244,1183,62,662,4.983922829581994,62.06715634837355,65.26757607555089
Mato Grosso,2012,3,T3/2012,2418,1580,1498,83,838,5.253164556962026,61.95202646815549,65.34325889164599
Goiás,2012,3,T3/2012,4909,3249,3087,162,1660,4.986149584487535,62.88449786107149,66.18455897331432
Distrito Federal,2012,3,T3/2012,2148,1439,1314,125,709,8.686587908269631,61.1731843575419,66.9925512104283
Rondônia,2012,4,T4/2012,1219,805,762,42,414,5.217391304347826,62.51025430680885,66.0377358490566
Acre,2012,4,T4/2012,542,332,305,27,210,8.132530120481928,56.27306273062731,61.25461254612546
Amazonas,2012,4,T4/2012,2511,1605,1472,134,906,8.348909657320872,58.62206292313819,63.91875746714456
Roraima,2012,4,T4/2012,300,196,179,16,104,8.16326530612245,59.66666666666667,65.33333333333333
Pará,2012,4,T4/2012,5691,3570,3325,245,2121,6.862745098039216,58.42558425584256,62.73062730627307
Amapá,2012,4,T4/2012,510,329,289,40,181,12.1580547112462,56.66666666666666,64.50980392156863
Tocantins,2012,4,T4/2012,1066,673,621,52,393,7.726597325408618,58.25515947467167,63.13320825515948
Maranhão,2012,4,T4/2012,4874,2725,2518,207,2149,7.596330275229358,51.66187935986869,55.90890439064423
Piauí,2012,4,T4/2012,2474,1453,1351,102,1021,7.019958706125258,54.60792239288601,58.73080032336298
Ceará,2012,4,T4/2012,6707,3641,3366,275,3066,7.552870090634441,50.18637244669748,54.28656627404204
Rio Grande do Norte,2012,4,T4/2012,2544,1448,1280,168,1096,11.60220994475138,50.31446540880503,56.91823899371069
Paraíba,2012,4,T4/2012,2942,1647,1496,151,1295,9.168184578020645,50.84976206662135,55.98232494901427
Pernambuco,2012,4,T4/2012,7021,3902,3543,359,3119,9.20041004613019,50.46289702321607,55.57612875658739
Alagoas,2012,4,T4/2012,2421,1243,1105,139,1178,11.18262268704746,45.6422965716646,51.3424204874019
Sergipe,2012,4,T4/2012,1650,1024,925,99,626,9.66796875,56.06060606060606,62.06060606060606
Bahia,2012,4,T4/2012,11040,6847,6104,743,4193,10.85146779611509,55.28985507246377,62.01992753623189
Minas Gerais,2012,4,T4/2012,16175,10352,9700,652,5823,6.298299845440495,59.96908809891809,64.0
Espírito Santo,2012,4,T4/2012,2926,1952,1821,131,974,6.711065573770492,62.23513328776487,66.71223513328776
Rio de Janeiro,2012,4,T4/2012,13424,8136,7577,559,5288,6.870698131760079,56.44368295589987,60.60786650774732
São Paulo,2012,4,T4/2012,34986,22858,21310,1548,12128,6.772246040773471,60.9100783170411,65.33470531069571
Paraná,2012,4,T4/2012,8618,5678,5424,254,2940,4.473406128918633,62.93803666744024,65.88535623114412
Santa Catarina,2012,4,T4/2012,5283,3498,3404,94,1785,2.687249857061178,64.43308726102593,66.21237932992618
Rio Grande do Sul,2012,4,T4/2012,8951,5836,5580,256,3115,4.386566141192598,62.33940341861245,65.19941905932298
Mato Grosso do Sul,2012,4,T4/2012,1899,1259,1196,63,640,5.003971405877681,62.98051606108478,66.29805160610847
Mato Grosso,2012,4,T4/2012,2426,1588,1513,76,838,4.785894206549118,62.36603462489695,65.45754328112119
Goiás,2012,4,T4/2012,4969,3265,3098,168,1704,5.145482388973966,62.34654860132823,65.70738579190984
Distrito Federal,2012,4,T4/2012,2161,1458,1329,129,703,8.847736625514404,61.49930587690883,67.46876446089773
Rondônia,2013,1,T1/2013,1233,796,746,49,437,6.155778894472362,60.50283860502839,64.55798864557988
Acre,2013,1,T1/2013,543,330,294,36,213,10.90909090909091,54.14364640883977,60.77348066298342
Amazonas,2013,1,T1/2013,2532,1622,1454,168,910,10.35758323057953,57.42496050552922,64.06003159557662
Roraima,2013,1,T1/2013,304,192,175,17,112,8.854166666666668,57.56578947368421,63.1578947368421
Pará,2013,1,T1/2013,5742,3629,3344,286,2113,7.88095894185726,58.23754789272031,63.20097526994078
Amapá,2013,1,T1/2013,520,317,281,37,203,11.67192429022082,54.03846153846153,60.96153846153847
Tocantins,2013,1,T1/2013,1066,655,594,61,411,9.31297709923664,55.72232645403376,61.44465290806755
Maranhão,2013,1,T1/2013,4887,2733,2473,260,2154,9.51335528723015,50.60364231634949,55.92387968078576
Piauí,2013,1,T1/2013,2465,1459,1336,123,1006,8.430431802604524,54.19878296146045,59.18864097363083
Ceará,2013,1,T1/2013,6718,3667,3339,328,3051,8.944641396236706,49.70229234891337,54.58469782673415
Rio Grande do Norte,2013,1,T1/2013,2550,1431,1257,174,1119,12.15932914046122,49.29411764705882,56.11764705882353
Paraíba,2013,1,T1/2013,2957,1647,1489,158,1310,9.593199757134183,50.35508961785593,55.69834291511667
Pernambuco,2013,1,T1/2013,7016,3857,3444,412,3159,10.6818771065595,49.08779931584949,54.97434435575826
Alagoas,2013,1,T1/2013,2425,1245,1093,153,1180,12.28915662650602,45.0721649484536,51.34020618556701
Sergipe,2013,1,T1/2013,1652,1009,892,118,643,11.69474727452924,53.99515738498789,61.07748184019371
Bahia,2013,1,T1/2013,11066,6805,5891,914,4261,13.4313005143277,53.23513464666546,61.49466835351527
Minas Gerais,2013,1,T1/2013,16202,10287,9513,774,5915,7.52405949256343,58.71497346006665,63.49216146154796
Espírito Santo,2013,1,T1/2013,2942,1946,1793,152,996,7.810894141829394,60.94493541808293,66.14547926580558
Rio de Janeiro,2013,1,T1/2013,13472,8146,7549,597,5326,7.328750306899091,56.03473871733967,60.46615201900237
São Paulo,2013,1,T1/2013,35151,23002,21207,1795,12149,7.803669246152508,60.33114278398908,65.43768313845979
Paraná,2013,1,T1/2013,8653,5707,5425,282,2946,4.941300157701069,62.69501906853115,65.95400439154051
Santa Catarina,2013,1,T1/2013,5294,3509,3380,129,1785,3.676261043032203,63.84586324140537,66.2825840574235
Rio Grande do Sul,2013,1,T1/2013,8991,5913,5593,320,3078,5.411804498562489,62.20665109553999,65.76576576576578
Mato Grosso do Sul,2013,1,T1/2013,1915,1247,1187,60,668,4.811547714514836,61.98433420365536,65.11749347258485
Mato Grosso,2013,1,T1/2013,2449,1617,1523,94,832,5.813234384662956,62.18864842792977,66.02694977541854
Goiás,2013,1,T1/2013,4974,3320,3094,226,1654,6.807228915662651,62.20345798150382,66.74708484117411
Distrito Federal,2013,1,T1/2013,2186,1467,1324,142,719,9.679618268575323,60.5672461116194,67.10887465690759
Rondônia,2013,2,T2/2013,1242,800,761,39,442,4.875,61.27214170692431,64.4122383252818
Acre,2013,2,T2/2013,550,328,296,31,222,9.451219512195122,53.81818181818182,59.63636363636363
Amazonas,2013,2,T2/2013,2543,1633,1465,168,910,10.28781383955909,57.60912308297287,64.21549351160047
Roraima,2013,2,T2/2013,309,199,182,17,110,8.542713567839195,58.89967637540453,64.40129449838187
Pará,2013,2,T2/2013,5772,3605,3327,278,2167,7.711511789181692,57.64033264033264,62.45668745668745
Amapá,2013,2,T2/2013,532,325,278,47,207,14.46153846153846,52.25563909774436,61.09022556390977
Tocantins,2013,2,T2/2013,1077,659,605,54,418,8.19423368740516,56.17455896007429,61.18848653667596
Maranhão,2013,2,T2/2013,4891,2702,2447,255,2189,9.437453737971872,50.03066857493356,55.24432631363729
Piauí,2013,2,T2/2013,2483,1475,1364,111,1008,7.525423728813559,54.93354812726541,59.40394683850181
Ceará,2013,2,T2/2013,6757,3739,3420,319,3018,8.531692966033699,50.61417788959598,55.33520793251443
Rio Grande do Norte,2013,2,T2/2013,2562,1431,1275,156,1131,10.90146750524109,49.76580796252927,55.85480093676814
Paraíba,2013,2,T2/2013,2953,1688,1536,152,1265,9.004739336492891,52.0149001015916,57.16220792414494
Pernambuco,2013,2,T2/2013,7064,3850,3476,374,3214,9.714285714285714,49.20724801812005,54.50169875424689
Alagoas,2013,2,T2/2013,2427,1246,1112,135,1181,10.8346709470305,45.81788215904409,51.33910177173465
Sergipe,2013,2,T2/2013,1668,1011,897,115,657,11.37487636003956,53.77697841726619,60.61151079136691
Bahia,2013,2,T2/2013,11091,6794,5987,807,4297,11.87812775978805,53.9807050761879,61.256874943648
Minas Gerais,2013,2,T2/2013,16275,10548,9807,742,5727,7.034508911642018,60.25806451612902,64.8110599078341
Espírito Santo,2013,2,T2/2013,2966,1972,1820,152,994,7.707910750507099,61.36210384356036,66.4868509777478
Rio de Janeiro,2013,2,T2/2013,13503,8131,7559,572,5372,7.034805067027426,55.98015255869066,60.21624824113159
São Paulo,2013,2,T2/2013,35211,23220,21478,1742,11991,7.502153316106805,60.99798358467524,65.945301184289
Paraná,2013,2,T2/2013,8654,5764,5499,265,2890,4.597501734906316,63.54287034897157,66.60503813265541
Santa Catarina,2013,2,T2/2013,5325,3509,3387,122,1816,3.47677400968937,63.6056338028169,65.89671361502347
Rio Grande do Sul,2013,2,T2/2013,9037,5920,5647,274,3117,4.628378378378378,62.48755117848843,65.50846519862786
Mato Grosso do Sul,2013,2,T2/2013,1929,1276,1213,63,653,4.93730407523511,62.88232244686366,66.14826334888542
Mato Grosso,2013,2,T2/2013,2457,1629,1555,74,828,4.542664211172498,63.2885632885633,66.30036630036629
Goiás,2013,2,T2/2013,4999,3297,3106,191,1702,5.793145283591143,62.13242648529705,65.95319063812762
Distrito Federal,2013,2,T2/2013,2189,1489,1352,137,700,9.200805910006716,61.76336226587483,68.0219278209228
Rondônia,2013,3,T3/2013,1244,784,748,36,460,4.591836734693878,60.12861736334405,63.02250803858522
Acre,2013,3,T3/2013,557,328,299,29,229,8.841463414634147,53.68043087971274,58.88689407540395
Amazonas,2013,3,T3/2013,2557,1606,1471,135,951,8.405977584059777,57.52835353930386,62.80797809933516
Roraima,2013,3,T3/2013,311,207,191,17,104,8.212560386473431,61.41479099678456,66.55948553054662
Pará,2013,3,T3/2013,5840,3577,3299,278,2263,7.771875873637126,56.48972602739726,61.25000000000001
Amapá,2013,3,T3/2013,532,329,293,36,203,10.94224924012158,55.07518796992481,61.8421052631579
Tocantins,2013,3,T3/2013,1075,651,610,41,424,6.29800307219662,56.74418604651162,60.55813953488373
Maranhão,2013,3,T3/2013,4891,2671,2471,200,2220,7.487832272557095,50.52136577387037,54.6105090983439
Piauí,2013,3,T3/2013,2481,1454,1345,109,1027,7.49656121045392,54.21201128577187,58.60540104796453
Ceará,2013,3,T3/2013,6803,3724,3453,272,3079,7.303974221267455,50.75701896222255,54.74055563721888
Rio Grande do Norte,2013,3,T3/2013,2581,1459,1310,148,1122,10.14393420150788,50.75552111584657,56.52847733436652
Paraíba,2013,3,T3/2013,2972,1667,1524,143,1305,8.578284343131374,51.27860026917901,56.09017496635262
Pernambuco,2013,3,T3/2013,7091,3909,3577,332,3182,8.493220772576105,50.4442250740375,55.12621633055986
Alagoas,2013,3,T3/2013,2423,1258,1126,133,1165,10.57233704292528,46.47131654973174,51.91910854312836
Sergipe,2013,3,T3/2013,1666,1015,912,103,651,10.14778325123153,54.74189675870348,60.92436974789916
Bahia,2013,3,T3/2013,11156,6825,6091,734,4331,10.75457875457875,54.59842237361061,61.17784152025816
Minas Gerais,2013,3,T3/2013,16319,10506,9839,666,5813,6.33923472301542,60.29168453949384,64.3789447882836
Espírito Santo,2013,3,T3/2013,2988,1998,1854,144,990,7.207207207207207,62.04819277108435,66.86746987951807
Rio de Janeiro,2013,3,T3/2013,13545,8166,7601,565,5379,6.918932157727162,56.11664820967146,60.28792912513843
São Paulo,2013,3,T3/2013,35272,23233,21507,1726,12039,7.429087935264494,60.97471081877976,65.86811068269449
Paraná,2013,3,T3/2013,8694,5769,5524,245,2925,4.246836540128272,63.53807223372441,66.35610766045549
Santa Catarina,2013,3,T3/2013,5343,3452,3354,98,1891,2.838933951332561,62.77372262773723,64.60789818454053
Rio Grande do Sul,2013,3,T3/2013,9050,5973,5680,293,3077,4.905407667838607,62.76243093922652,66.0
Mato Grosso do Sul,2013,3,T3/2013,1939,1286,1229,57,653,4.432348367029549,63.38318720990201,66.32284682826199
Mato Grosso,2013,3,T3/2013,2464,1649,1584,65,815,3.941782898726501,64.28571428571429,66.9237012987013
Goiás,2013,3,T3/2013,5029,3323,3149,174,1706,5.236232320192597,62.61682242990653,66.07675482203221
Distrito Federal,2013,3,T3/2013,2201,1536,1398,138,665,8.984375,63.51658337119491,69.78646069968197
Rondônia,2013,4,T4/2013,1260,786,747,39,474,4.961832061068702,59.28571428571428,62.38095238095238
Acre,2013,4,T4/2013,560,326,303,23,234,7.05521472392638,54.10714285714285,58.21428571428572
Amazonas,2013,4,T4/2013,2565,1633,1507,126,932,7.71586037966932,58.75243664717349,63.66471734892788
Roraima,2013,4,T4/2013,312,202,188,14,110,6.930693069306932,60.25641025641026,64.74358974358975
Pará,2013,4,T4/2013,5844,3593,3372,220,2251,6.123016977456165,57.70020533880903,61.48186173853525
Amapá,2013,4,T4/2013,543,335,304,31,208,9.25373134328358,55.98526703499079,61.69429097605893
Tocantins,2013,4,T4/2013,1085,658,615,43,427,6.534954407294832,56.68202764976959,60.64516129032258
Maranhão,2013,4,T4/2013,4922,2736,2583,153,2186,5.592105263157895,52.47866720845185,55.58715969118244
Piauí,2013,4,T4/2013,2483,1485,1381,104,998,7.003367003367003,55.61820378574305,59.80668546113572
Ceará,2013,4,T4/2013,6833,3793,3530,263,3040,6.933825467967308,51.66105663690912,55.5100248792624
Rio Grande do Norte,2013,4,T4/2013,2594,1492,1346,146,1102,9.785522788203751,51.88897455666923,57.51734772552043
Paraíba,2013,4,T4/2013,2969,1696,1552,144,1273,8.49056603773585,52.27349275850455,57.12361064331425
Pernambuco,2013,4,T4/2013,7120,3962,3668,294,3158,7.420494699646643,51.51685393258427,55.64606741573034
Alagoas,2013,4,T4/2013,2426,1245,1128,117,1181,9.397590361445785,46.49629018961253,51.31904369332234
Sergipe,2013,4,T4/2013,1664,1001,913,88,663,8.791208791208792,54.86778846153846,60.15625
Bahia,2013,4,T4/2013,11185,6965,6332,634,4220,9.102656137832016,56.61153330353152,62.27089852481001
Minas Gerais,2013,4,T4/2013,16399,10429,9826,603,5970,5.78195416626714,59.91828770046954,63.5953411793402
Espírito Santo,2013,4,T4/2013,2996,1936,1821,115,1060,5.9400826446281,60.78104138851802,64.61949265687583
Rio de Janeiro,2013,4,T4/2013,13572,8052,7549,502,5520,6.234475906607054,55.62186855290303,59.32802829354553
São Paulo,2013,4,T4/2013,35373,23021,21498,1523,12352,6.615698709873594,60.77516750063607,65.08071127696266
Paraná,2013,4,T4/2013,8694,5760,5542,218,2934,3.784722222222222,63.74511157119854,66.25258799171843
Santa Catarina,2013,4,T4/2013,5371,3465,3376,89,1906,2.568542568542568,62.85607894246882,64.513126047291
Rio Grande do Sul,2013,4,T4/2013,9075,5988,5705,283,3087,4.726118904475618,62.86501377410468,65.98347107438016
Mato Grosso do Sul,2013,4,T4/2013,1935,1277,1220,58,658,4.541895066562255,63.04909560723514,65.99483204134367
Mato Grosso,2013,4,T4/2013,2490,1632,1570,61,858,3.737745098039216,63.05220883534136,65.5421686746988
Goiás,2013,4,T4/2013,5071,3341,3209,132,1730,3.950912900329242,63.28140406231513,65.88444093867088
Distrito Federal,2013,4,T4/2013,2225,1515,1385,129,710,8.514851485148515,62.24719101123596,68.08988764044945
Rondônia,2014,1,T1/2014,1274,793,753,40,481,5.044136191677175,59.10518053375197,62.24489795918367
Acre,2014,1,T1/2014,559,330,303,27,229,8.181818181818182,54.20393559928443,59.0339892665474
Amazonas,2014,1,T1/2014,2576,1584,1452,132,992,8.333333333333332,56.36645962732919,61.49068322981367
Roraima,2014,1,T1/2014,318,211,195,16,107,7.582938388625593,61.32075471698113,66.35220125786164
Pará,2014,1,T1/2014,5884,3648,3364,284,2236,7.785087719298247,57.17199184228416,61.9986403806934
Amapá,2014,1,T1/2014,548,338,300,38,210,11.24260355029586,54.74452554744526,61.67883211678832
Tocantins,2014,1,T1/2014,1090,677,619,58,413,8.567208271787297,56.78899082568807,62.11009174311927
Maranhão,2014,1,T1/2014,4971,2796,2616,180,2175,6.437768240343347,52.62522631261316,56.24622812311407
Piauí,2014,1,T1/2014,2468,1522,1414,108,946,7.095926412614981,57.29335494327391,61.66936790923825
Ceará,2014,1,T1/2014,6867,3812,3509,303,3055,7.948583420776495,51.09946119120431,55.51186835590506
Rio Grande do Norte,2014,1,T1/2014,2630,1511,1332,179,1119,11.84645929847783,50.64638783269962,57.45247148288973
Paraíba,2014,1,T1/2014,2972,1700,1542,159,1272,9.352941176470589,51.88425302826379,57.20053835800808
Pernambuco,2014,1,T1/2014,7127,3908,3563,345,3219,8.828045035823951,49.99298442542444,54.83373088255929
Alagoas,2014,1,T1/2014,2434,1236,1115,121,1198,9.789644012944985,45.80936729663106,50.78060805258833
Sergipe,2014,1,T1/2014,1665,1006,910,96,659,9.542743538767397,54.65465465465466,60.42042042042042
Bahia,2014,1,T1/2014,11181,7025,6205,819,4156,11.65836298932384,55.49593059654772,62.82980055451212
Minas Gerais,2014,1,T1/2014,16440,10436,9695,741,6004,7.10042161747796,58.97201946472019,63.47931873479319
Espírito Santo,2014,1,T1/2014,3001,1938,1813,124,1063,6.398348813209494,60.41319560146617,64.57847384205266
Rio de Janeiro,2014,1,T1/2014,13624,8145,7595,550,5479,6.752608962553714,55.74721080446271,59.78420434527305
São Paulo,2014,1,T1/2014,35575,23012,21326,1686,12563,7.326612202329219,59.94659170765987,64.68587491215742
Paraná,2014,1,T1/2014,8708,5756,5515,241,2952,4.186935371785962,63.33256775378962,66.10013780431787
Santa Catarina,2014,1,T1/2014,5389,3503,3395,109,1886,3.111618612617756,62.99870105771015,65.00278344776397
Rio Grande do Sul,2014,1,T1/2014,9069,5957,5634,324,3112,5.43897935202283,62.12371816076745,65.68530157680009
Mato Grosso do Sul,2014,1,T1/2014,1949,1264,1205,60,685,4.746835443037975,61.82657773217034,64.85377116469985
Mato Grosso,2014,1,T1/2014,2502,1651,1577,74,851,4.482132041187159,63.02957633892886,65.98721023181456
Goiás,2014,1,T1/2014,5067,3336,3145,191,1731,5.725419664268585,62.06828498125123,65.83777383066904
Distrito Federal,2014,1,T1/2014,2220,1500,1364,136,720,9.066666666666666,61.44144144144145,67.56756756756756
Rondônia,2014,2,T2/2014,1277,778,746,32,499,4.113110539845758,58.41816758026624,60.92404072043853
Acre,2014,2,T2/2014,560,332,300,32,228,9.63855421686747,53.57142857142857,59.28571428571428
Amazonas,2014,2,T2/2014,2593,1623,1487,137,970,8.441158348736908,57.34670266101042,62.59159274971076
Roraima,2014,2,T2/2014,322,213,201,12,109,5.633802816901409,62.42236024844721,66.14906832298136
Pará,2014,2,T2/2014,5887,3647,3386,261,2240,7.156567041403894,57.5165619160863,61.9500594530321
Amapá,2014,2,T2/2014,538,341,307,34,197,9.97067448680352,57.06319702602231,63.38289962825279
Tocantins,2014,2,T2/2014,1099,680,627,53,419,7.794117647058823,57.05186533212011,61.8744313011829
Maranhão,2014,2,T2/2014,4949,2807,2606,202,2142,7.196294976843605,52.65710244493837,56.71852899575672
Piauí,2014,2,T2/2014,2483,1512,1404,108,971,7.142857142857142,56.54450261780105,60.89407974224729
Ceará,2014,2,T2/2014,6885,3858,3566,292,3027,7.568688439606014,51.79375453885257,56.03485838779957
Rio Grande do Norte,2014,2,T2/2014,2647,1504,1328,177,1143,11.7686170212766,50.17000377786173,56.81904042312051
